researcher_id,paper_id,is_first_author,is_last_author
1723401722,10.18653/v1/2020.acl-main.13,True,False
2611607,10.18653/v1/2020.acl-main.13,False,False
153924342,10.18653/v1/2020.acl-main.13,False,True
1724097,10.18653/v1/2020.acl-main.14,True,False
144469308,10.18653/v1/2020.acl-main.14,False,False
34049807,10.18653/v1/2020.acl-main.14,False,False
2112896208,10.18653/v1/2020.acl-main.14,False,True
1500435161,10.18653/v1/2020.acl-main.15,True,False
48211720,10.18653/v1/2020.acl-main.15,False,False
48391466,10.18653/v1/2020.acl-main.15,False,False
47601191,10.18653/v1/2020.acl-main.15,False,False
47122432,10.18653/v1/2020.acl-main.15,False,False
2110264337,10.18653/v1/2020.acl-main.15,False,True
2904055,10.18653/v1/2020.acl-main.16,True,False
1737285,10.18653/v1/2020.acl-main.16,False,True
7782351,10.18653/v1/2020.acl-main.17,True,False
2055528529,10.18653/v1/2020.acl-main.17,False,False
2145571830,10.18653/v1/2020.acl-main.17,False,True
48354180,10.18653/v1/2020.acl-main.18,True,False
2289246,10.18653/v1/2020.acl-main.18,False,False
3097158,10.18653/v1/2020.acl-main.18,False,False
1682479,10.18653/v1/2020.acl-main.18,False,True
3458166,10.18653/v1/2020.acl-main.19,True,False
1863425,10.18653/v1/2020.acl-main.19,False,False
50044599,10.18653/v1/2020.acl-main.19,False,True
2115673552,10.18653/v1/2020.acl-main.20,True,False
1472875852,10.18653/v1/2020.acl-main.20,False,False
2097273505,10.18653/v1/2020.acl-main.20,False,False
2145184318,10.18653/v1/2020.acl-main.20,False,False
35788904,10.18653/v1/2020.acl-main.20,False,True
114904655,10.18653/v1/2020.acl-main.21,True,False
145078589,10.18653/v1/2020.acl-main.21,False,True
9531287,10.18653/v1/2020.acl-main.22,True,False
1814094,10.18653/v1/2020.acl-main.22,False,True
2087104526,10.18653/v1/2020.acl-main.23,True,False
51136528,10.18653/v1/2020.acl-main.23,False,False
66247317,10.18653/v1/2020.acl-main.23,False,False
2829009,10.18653/v1/2020.acl-main.23,False,True
2048004675,10.18653/v1/2020.acl-main.24,True,False
2110310493,10.18653/v1/2020.acl-main.24,False,False
1688015,10.18653/v1/2020.acl-main.24,False,True
144447820,10.18653/v1/2020.acl-main.25,True,False
11774695,10.18653/v1/2020.acl-main.25,False,False
72117196,10.18653/v1/2020.acl-main.25,False,False
3202382,10.18653/v1/2020.acl-main.25,False,False
1680617,10.18653/v1/2020.acl-main.25,False,False
49365095,10.18653/v1/2020.acl-main.25,False,True
144873018,10.18653/v1/2020.acl-main.26,True,False
1996394,10.18653/v1/2020.acl-main.26,False,False
2115485,10.18653/v1/2020.acl-main.26,False,False
144594306,10.18653/v1/2020.acl-main.26,False,False
2059080424,10.18653/v1/2020.acl-main.26,False,True
39913331,10.18653/v1/2020.acl-main.27,True,False
50437563,10.18653/v1/2020.acl-main.27,False,False
48309993,10.18653/v1/2020.acl-main.27,False,False
46947549,10.18653/v1/2020.acl-main.27,False,False
2106141565,10.18653/v1/2020.acl-main.27,False,False
2118360502,10.18653/v1/2020.acl-main.27,False,True
9137409,10.18653/v1/2020.acl-main.28,True,False
38956216,10.18653/v1/2020.acl-main.28,False,False
33427918,10.18653/v1/2020.acl-main.28,False,False
2111826330,10.18653/v1/2020.acl-main.28,False,False
2108485135,10.18653/v1/2020.acl-main.28,False,False
15168128,10.18653/v1/2020.acl-main.28,False,True
40080808,10.18653/v1/2020.acl-main.29,True,False
39878379,10.18653/v1/2020.acl-main.29,False,False
2852035,10.18653/v1/2020.acl-main.29,False,False
1977256,10.18653/v1/2020.acl-main.29,False,False
1737250,10.18653/v1/2020.acl-main.29,False,False
1680292,10.18653/v1/2020.acl-main.29,False,True
7565696,10.18653/v1/2020.acl-main.30,True,False
2884976,10.18653/v1/2020.acl-main.30,False,True
2145056386,10.18653/v1/2020.acl-main.31,True,False
2116329807,10.18653/v1/2020.acl-main.31,False,False
72723327,10.18653/v1/2020.acl-main.31,False,False
50425438,10.18653/v1/2020.acl-main.31,False,False
2152090246,10.18653/v1/2020.acl-main.31,False,False
123865558,10.18653/v1/2020.acl-main.31,False,True
40601625,10.18653/v1/2020.acl-main.32,True,False
153004050,10.18653/v1/2020.acl-main.32,False,False
1725992,10.18653/v1/2020.acl-main.32,False,False
1704133,10.18653/v1/2020.acl-main.32,False,False
20942909,10.18653/v1/2020.acl-main.32,False,False
2064449321,10.18653/v1/2020.acl-main.32,False,False
153194420,10.18653/v1/2020.acl-main.32,False,True
1755134768,10.18653/v1/2020.acl-main.33,True,False
67032534,10.18653/v1/2020.acl-main.33,False,False
1981103,10.18653/v1/2020.acl-main.33,False,False
2427516,10.18653/v1/2020.acl-main.33,False,False
3043844,10.18653/v1/2020.acl-main.33,False,True
2849740,10.18653/v1/2020.acl-main.34,True,False
108085542,10.18653/v1/2020.acl-main.34,False,False
1802277,10.18653/v1/2020.acl-main.34,False,False
1698363,10.18653/v1/2020.acl-main.34,False,True
9073069,10.18653/v1/2020.acl-main.35,True,False
2978364,10.18653/v1/2020.acl-main.35,False,False
91956362,10.18653/v1/2020.acl-main.35,False,False
151485795,10.18653/v1/2020.acl-main.35,False,False
47752841,10.18653/v1/2020.acl-main.35,False,False
34720053,10.18653/v1/2020.acl-main.35,False,True
13838086,10.18653/v1/2020.acl-main.36,True,False
2230211,10.18653/v1/2020.acl-main.36,False,False
2227868312,10.18653/v1/2020.acl-main.36,False,True
49507285,10.18653/v1/2020.acl-main.37,True,False
7519068,10.18653/v1/2020.acl-main.37,False,False
2694222,10.18653/v1/2020.acl-main.37,False,False
14147919,10.18653/v1/2020.acl-main.37,False,False
49507285,10.18653/v1/2020.acl-main.38,True,False
14147919,10.18653/v1/2020.acl-main.38,False,False
7519068,10.18653/v1/2020.acl-main.38,False,False
2694222,10.18653/v1/2020.acl-main.38,False,False
47367640,10.18653/v1/2020.acl-main.39,True,False
67175437,10.18653/v1/2020.acl-main.39,False,False
3449411,10.18653/v1/2020.acl-main.39,False,False
2552871,10.18653/v1/2020.acl-main.39,False,True
46252591,10.18653/v1/2020.acl-main.40,True,False
1712236217,10.18653/v1/2020.acl-main.40,False,False
2108954687,10.18653/v1/2020.acl-main.40,False,False
1591125925,10.18653/v1/2020.acl-main.40,False,False
24009282,10.18653/v1/2020.acl-main.40,False,False
48244817,10.18653/v1/2020.acl-main.40,False,True
1390611971,10.18653/v1/2020.acl-main.41,True,False
1736553736,10.18653/v1/2020.acl-main.41,False,False
1758353,10.18653/v1/2020.acl-main.41,False,False
1774304,10.18653/v1/2020.acl-main.41,False,True
40223399,10.18653/v1/2020.acl-main.42,True,False
1847848,10.18653/v1/2020.acl-main.42,False,False
20712300,10.18653/v1/2020.acl-main.42,False,False
66057453,10.18653/v1/2020.acl-main.42,False,False
48545084,10.18653/v1/2020.acl-main.42,False,True
143696607,10.18653/v1/2020.acl-main.43,True,False
145909798,10.18653/v1/2020.acl-main.43,False,False
79775260,10.18653/v1/2020.acl-main.43,False,False
2279023325,10.18653/v1/2020.acl-main.43,False,False
144365875,10.18653/v1/2020.acl-main.43,False,False
1743232,10.18653/v1/2020.acl-main.43,False,True
2126835,10.18653/v1/2020.acl-main.44,True,False
1802277,10.18653/v1/2020.acl-main.44,False,False
1698363,10.18653/v1/2020.acl-main.44,False,True
2845020,10.18653/v1/2020.acl-main.45,True,False
2109329406,10.18653/v1/2020.acl-main.45,False,False
65844131,10.18653/v1/2020.acl-main.45,False,False
2115780454,10.18653/v1/2020.acl-main.45,False,False
144894837,10.18653/v1/2020.acl-main.45,False,False
49298465,10.18653/v1/2020.acl-main.45,False,True
1844132,10.18653/v1/2020.acl-main.46,True,False
49365084,10.18653/v1/2020.acl-main.46,False,True
83446147,10.18653/v1/2020.acl-main.47,True,False
119804885,10.18653/v1/2020.acl-main.47,False,False
144042991,10.18653/v1/2020.acl-main.47,False,False
3040648,10.18653/v1/2020.acl-main.47,False,True
2141540961,10.18653/V1/2020.ACL-MAIN.48,True,False
2169355,10.18653/V1/2020.ACL-MAIN.48,False,True
39223973,10.18653/v1/2020.acl-main.49,True,False
144089410,10.18653/v1/2020.acl-main.49,False,False
46630548,10.18653/v1/2020.acl-main.49,False,False
2031845,10.18653/v1/2020.acl-main.49,False,False
2000280978,10.18653/v1/2020.acl-main.49,False,True
152860987,10.18653/v1/2020.acl-main.50,True,False
143758717,10.18653/v1/2020.acl-main.50,False,False
2063953501,10.18653/v1/2020.acl-main.50,False,False
1683562,10.18653/v1/2020.acl-main.50,False,True
1821892,10.18653/v1/2020.acl-main.51,True,False
145123979,10.18653/v1/2020.acl-main.51,False,False
1679170,10.18653/v1/2020.acl-main.51,False,False
79775260,10.18653/v1/2020.acl-main.51,False,True
80439483,10.18653/v1/2020.acl-main.52,True,False
49771779,10.18653/v1/2020.acl-main.52,False,True
2829848,10.18653/v1/2020.acl-main.53,True,False
16110760,10.18653/v1/2020.acl-main.53,False,False
2276429,10.18653/v1/2020.acl-main.53,False,False
3226948,10.18653/v1/2020.acl-main.53,False,True
1405505217,10.18653/v1/2020.acl-main.54,True,False
2220888708,10.18653/v1/2020.acl-main.54,False,False
48595109,10.18653/v1/2020.acl-main.54,False,False
97531959,10.18653/v1/2020.acl-main.54,False,True
1661093124,10.18653/v1/2020.acl-main.55,True,False
31487889,10.18653/v1/2020.acl-main.55,False,False
33516663,10.18653/v1/2020.acl-main.55,False,False
144042991,10.18653/v1/2020.acl-main.55,False,False
3040648,10.18653/v1/2020.acl-main.55,False,True
9197467,10.18653/V1/2020.ACL-MAIN.56,True,False
2112079580,10.18653/V1/2020.ACL-MAIN.56,False,False
46933410,10.18653/V1/2020.ACL-MAIN.56,False,True
30087809,10.18653/v1/2020.acl-main.57,True,False
2118386175,10.18653/v1/2020.acl-main.57,False,False
1672552269,10.18653/v1/2020.acl-main.57,False,False
2366557982,10.18653/v1/2020.acl-main.57,False,False
95879618,10.18653/v1/2020.acl-main.57,False,False
1854999,10.18653/v1/2020.acl-main.57,False,True
2058349088,10.18653/v1/2020.acl-main.58,True,False
1500528818,10.18653/v1/2020.acl-main.58,False,False
1753096,10.18653/v1/2020.acl-main.58,False,True
51055574,10.18653/v1/2020.acl-main.59,True,False
93513536,10.18653/v1/2020.acl-main.59,False,False
1730108,10.18653/v1/2020.acl-main.59,False,True
1492154932,10.18653/v1/2020.acl-main.60,True,False
46868553,10.18653/v1/2020.acl-main.60,False,False
1717830,10.18653/v1/2020.acl-main.60,False,False
1564034697,10.18653/v1/2020.acl-main.60,False,True
33992653,10.18653/v1/2020.acl-main.61,True,False
145001706,10.18653/v1/2020.acl-main.61,False,False
2109477294,10.18653/v1/2020.acl-main.61,False,False
1438952297,10.18653/v1/2020.acl-main.61,False,False
8281265,10.18653/v1/2020.acl-main.61,False,False
3028405,10.18653/v1/2020.acl-main.61,False,False
3587277,10.18653/v1/2020.acl-main.61,False,True
14799547,10.18653/v1/2020.acl-main.62,True,False
39899794,10.18653/v1/2020.acl-main.62,False,False
2117103785,10.18653/v1/2020.acl-main.62,False,False
2118403427,10.18653/v1/2020.acl-main.62,False,True
27629426,10.18653/v1/2020.acl-main.63,True,False
47396497,10.18653/v1/2020.acl-main.63,False,False
2144862809,10.18653/v1/2020.acl-main.63,False,True
32251567,10.18653/v1/2020.acl-main.64,True,False
1716325,10.18653/v1/2020.acl-main.64,False,True
2108959287,10.18653/v1/2020.acl-main.65,True,False
145854784,10.18653/v1/2020.acl-main.65,False,False
2046010,10.18653/v1/2020.acl-main.65,False,False
3035069,10.18653/v1/2020.acl-main.65,False,False
1838162,10.18653/v1/2020.acl-main.65,False,True
35342489,10.18653/v1/2020.acl-main.66,True,False
3056528,10.18653/v1/2020.acl-main.66,False,True
2117889541,10.18653/v1/2020.acl-main.67,True,False
1390833791,10.18653/v1/2020.acl-main.67,False,False
2117098991,10.18653/v1/2020.acl-main.67,False,False
150273321,10.18653/v1/2020.acl-main.67,False,False
144110100,10.18653/v1/2020.acl-main.67,False,False
1736727,10.18653/v1/2020.acl-main.67,False,True
2193560,10.18653/v1/2020.acl-main.68,True,False
5520376,10.18653/v1/2020.acl-main.68,False,False
3028405,10.18653/v1/2020.acl-main.68,False,False
34720053,10.18653/v1/2020.acl-main.68,False,True
4834571,10.18653/v1/2020.acl-main.69,True,False
144783904,10.18653/v1/2020.acl-main.69,False,True
144296649,10.18653/v1/2020.acl-main.70,True,False
40161233,10.18653/v1/2020.acl-main.70,False,False
2066940465,10.18653/v1/2020.acl-main.70,False,False
115681118,10.18653/v1/2020.acl-main.70,False,True
1633166807,10.18653/v1/2020.acl-main.71,True,False
2482836,10.18653/v1/2020.acl-main.71,False,False
19178763,10.18653/v1/2020.acl-main.71,False,False
1752041,10.18653/v1/2020.acl-main.71,False,True
22312240,10.18653/v1/2020.acl-main.72,True,False
3313754,10.18653/v1/2020.acl-main.72,False,False
35562751,10.18653/v1/2020.acl-main.72,False,False
2261082,10.18653/v1/2020.acl-main.72,False,True
24905917,10.18653/v1/2020.acl-main.73,True,False
49010536,10.18653/v1/2020.acl-main.73,False,False
2720656,10.18653/v1/2020.acl-main.73,False,False
2850710,10.18653/v1/2020.acl-main.73,False,True
1727535,10.18653/v1/2020.acl-main.74,True,False
1719299,10.18653/v1/2020.acl-main.74,False,False
1799955,10.18653/v1/2020.acl-main.74,False,False
1775524,10.18653/v1/2020.acl-main.74,False,True
3022124,10.18653/v1/2020.acl-main.75,True,False
3165179,10.18653/v1/2020.acl-main.75,False,False
33524946,10.18653/v1/2020.acl-main.75,False,False
2782886,10.18653/v1/2020.acl-main.75,False,False
46315104,10.18653/v1/2020.acl-main.75,False,True
27582486,10.18653/v1/2020.acl-main.76,True,False
30485896,10.18653/v1/2020.acl-main.76,False,False
2110654003,10.18653/v1/2020.acl-main.76,False,False
1731707,10.18653/v1/2020.acl-main.76,False,True
2149695447,10.18653/v1/2020.acl-main.77,True,False
2397264,10.18653/v1/2020.acl-main.77,False,False
2145976175,10.18653/v1/2020.acl-main.77,False,False
144076239,10.18653/v1/2020.acl-main.77,False,True
144315732,10.18653/v1/2020.acl-main.78,True,False
2145524391,10.18653/v1/2020.acl-main.78,False,False
2143686211,10.18653/v1/2020.acl-main.78,False,True
46456474,10.18653/v1/2020.acl-main.79,True,False
1737495902,10.18653/v1/2020.acl-main.79,False,False
144315732,10.18653/v1/2020.acl-main.79,False,False
1776969,10.18653/v1/2020.acl-main.79,False,False
2737830,10.18653/v1/2020.acl-main.79,False,False
2143686211,10.18653/v1/2020.acl-main.79,False,True
35346402,10.18653/v1/2020.acl-main.80,True,False
2108493009,10.18653/v1/2020.acl-main.80,False,True
26382255,10.18653/v1/2020.acl-main.81,True,False
1930234,10.18653/v1/2020.acl-main.81,False,False
2110722041,10.18653/v1/2020.acl-main.81,False,False
2119329074,10.18653/v1/2020.acl-main.81,False,False
2145758048,10.18653/v1/2020.acl-main.81,False,False
2057047939,10.18653/v1/2020.acl-main.81,False,False
145475951,10.18653/v1/2020.acl-main.81,False,True
2116577338,10.18653/v1/2020.acl-main.82,True,False
2039788,10.18653/v1/2020.acl-main.82,False,False
2145471219,10.18653/v1/2020.acl-main.82,False,False
2125544106,10.18653/v1/2020.acl-main.82,False,True
3111734,10.18653/v1/2020.acl-main.83,True,False
2109380034,10.18653/v1/2020.acl-main.83,False,False
3075017,10.18653/v1/2020.acl-main.83,False,False
39952499,10.18653/v1/2020.acl-main.83,False,False
2069570219,10.18653/v1/2020.acl-main.83,False,False
2146230140,10.18653/v1/2020.acl-main.83,False,False
2145913942,10.18653/v1/2020.acl-main.83,False,True
145116511,10.18653/v1/2020.acl-main.84,True,False
1637256642,10.18653/v1/2020.acl-main.84,False,False
1637257248,10.18653/v1/2020.acl-main.84,False,False
47489866,10.18653/v1/2020.acl-main.84,False,False
1637268942,10.18653/v1/2020.acl-main.84,False,False
2066949444,10.18653/v1/2020.acl-main.84,False,False
2113917675,10.18653/v1/2020.acl-main.84,False,False
1733049,10.18653/v1/2020.acl-main.84,False,False
2648584,10.18653/v1/2020.acl-main.84,False,True
46664096,10.18653/v1/2020.acl-main.85,True,False
4418074,10.18653/v1/2020.acl-main.85,False,False
2548384,10.18653/v1/2020.acl-main.85,False,False
144323862,10.18653/v1/2020.acl-main.85,False,True
1471885977,10.18653/v1/2020.acl-main.86,True,False
33546336,10.18653/v1/2020.acl-main.86,False,False
34650964,10.18653/v1/2020.acl-main.86,False,False
40642935,10.18653/v1/2020.acl-main.86,False,True
40247395,10.18653/v1/2020.acl-main.87,True,False
24962156,10.18653/v1/2020.acl-main.87,False,False
2114140208,10.18653/v1/2020.acl-main.87,False,False
50175330,10.18653/v1/2020.acl-main.87,False,False
3887469,10.18653/v1/2020.acl-main.87,False,False
46429989,10.18653/v1/2020.acl-main.87,False,False
1832664242,10.18653/v1/2020.acl-main.87,False,False
71790825,10.18653/v1/2020.acl-main.87,False,True
1921742,10.18653/v1/2020.acl-main.88,True,False
30340989,10.18653/v1/2020.acl-main.88,False,False
2708940,10.18653/v1/2020.acl-main.88,False,False
2228109,10.18653/v1/2020.acl-main.88,False,False
2166511,10.18653/v1/2020.acl-main.88,False,False
145310663,10.18653/v1/2020.acl-main.88,False,False
145609003,10.18653/v1/2020.acl-main.88,False,False
1741126,10.18653/v1/2020.acl-main.88,False,True
22245981,10.18653/v1/2020.acl-main.89,True,False
145520321,10.18653/v1/2020.acl-main.89,False,False
1750652,10.18653/v1/2020.acl-main.89,False,True
2103994667,10.18653/v1/2020.acl-main.90,True,False
2114096968,10.18653/v1/2020.acl-main.90,False,False
34789794,10.18653/v1/2020.acl-main.90,False,True
3458560,10.18653/v1/2020.acl-main.91,True,False
144924128,10.18653/v1/2020.acl-main.91,False,True
2631051,10.18653/v1/2020.acl-main.92,True,False
3092327,10.18653/v1/2020.acl-main.92,False,False
145718668,10.18653/v1/2020.acl-main.92,False,True
2066645440,10.18653/v1/2020.acl-main.93,True,False
1486063321,10.18653/v1/2020.acl-main.93,False,False
37065012,10.18653/v1/2020.acl-main.93,False,True
1466451143,10.18653/v1/2020.acl-main.94,True,False
143946906,10.18653/v1/2020.acl-main.94,False,True
3443287,10.18653/v1/2020.acl-main.95,True,False
1982950,10.18653/v1/2020.acl-main.95,False,True
67152985,10.18653/v1/2020.acl-main.96,True,False
1672775068,10.18653/v1/2020.acl-main.96,False,False
117312289,10.18653/v1/2020.acl-main.96,False,False
9942598,10.18653/v1/2020.acl-main.96,False,False
46405816,10.18653/v1/2020.acl-main.96,False,True
49279687,10.18653/v1/2020.acl-main.97,True,False
1492126621,10.18653/v1/2020.acl-main.97,False,False
2151271026,10.18653/v1/2020.acl-main.97,False,False
2111207435,10.18653/v1/2020.acl-main.97,False,False
51293593,10.18653/v1/2020.acl-main.97,False,True
2109371626,10.18653/v1/2020.acl-main.98,True,False
144270731,10.18653/v1/2020.acl-main.98,False,False
2715551,10.18653/v1/2020.acl-main.98,False,False
40354707,10.18653/v1/2020.acl-main.98,False,False
2256319,10.18653/v1/2020.acl-main.98,False,False
40282288,10.18653/v1/2020.acl-main.98,False,True
2074120147,10.18653/v1/2020.acl-main.99,True,False
145451508,10.18653/v1/2020.acl-main.99,False,False
35692225,10.18653/v1/2020.acl-main.99,False,False
73623714,10.18653/v1/2020.acl-main.99,False,False
2137337360,10.18653/v1/2020.acl-main.99,False,False
19195265,10.18653/v1/2020.acl-main.99,False,False
1902169,10.18653/v1/2020.acl-main.99,False,True
2112867078,10.18653/v1/2020.acl-main.100,True,False
1667839719,10.18653/v1/2020.acl-main.100,False,False
3470231,10.18653/v1/2020.acl-main.100,False,False
37596605,10.18653/v1/2020.acl-main.100,False,False
49293587,10.18653/v1/2020.acl-main.100,False,False
144078686,10.18653/v1/2020.acl-main.100,False,True
2920297,10.18653/v1/2020.acl-main.101,True,False
48631781,10.18653/v1/2020.acl-main.101,False,False
49640821,10.18653/v1/2020.acl-main.101,False,False
144580027,10.18653/v1/2020.acl-main.101,False,False
1752041,10.18653/v1/2020.acl-main.101,False,True
9706609,10.18653/v1/2020.acl-main.102,True,False
66200440,10.18653/v1/2020.acl-main.102,False,False
2323761746,10.18653/v1/2020.acl-main.102,False,False
1854999,10.18653/v1/2020.acl-main.102,False,True
2111898210,10.18653/v1/2020.acl-main.103,True,False
23181435,10.18653/v1/2020.acl-main.103,False,False
2193560,10.18653/v1/2020.acl-main.103,False,False
145310663,10.18653/v1/2020.acl-main.103,False,True
144535458,10.18653/v1/2020.acl-main.104,True,False
48168083,10.18653/v1/2020.acl-main.104,False,False
8427191,10.18653/v1/2020.acl-main.104,False,False
2149131512,10.18653/v1/2020.acl-main.104,False,False
46649145,10.18653/v1/2020.acl-main.104,False,False
3108945,10.18653/v1/2020.acl-main.104,False,False
35930962,10.18653/v1/2020.acl-main.104,False,False
150112803,10.18653/v1/2020.acl-main.104,False,True
2346578,10.18653/v1/2020.acl-main.105,True,False
1438301862,10.18653/v1/2020.acl-main.105,False,False
1705519,10.18653/v1/2020.acl-main.105,False,True
1667898858,10.18653/v1/2020.acl-main.106,True,False
144418438,10.18653/v1/2020.acl-main.106,False,False
1970864,10.18653/v1/2020.acl-main.106,False,True
1679170,10.18653/v1/2020.acl-main.107,True,False
1754432886,10.18653/v1/2020.acl-main.107,False,False
1738571716,10.18653/v1/2020.acl-main.107,False,False
1754383720,10.18653/v1/2020.acl-main.107,False,False
2067886843,10.18653/v1/2020.acl-main.107,False,False
147846651,10.18653/v1/2020.acl-main.107,False,False
2075036,10.18653/v1/2020.acl-main.107,False,False
153257123,10.18653/v1/2020.acl-main.107,False,True
9537652,10.18653/v1/2020.acl-main.108,True,False
2248209,10.18653/v1/2020.acl-main.108,False,False
3046200,10.18653/v1/2020.acl-main.108,False,False
1405867539,10.18653/v1/2020.acl-main.108,False,True
2064191779,10.18653/v1/2020.acl-main.109,True,False
1454512761,10.18653/v1/2020.acl-main.109,False,False
82585013,10.18653/v1/2020.acl-main.109,False,False
1679969772,10.18653/v1/2020.acl-main.109,False,False
1679970381,10.18653/v1/2020.acl-main.109,False,False
1679979742,10.18653/v1/2020.acl-main.109,False,False
2769805,10.18653/v1/2020.acl-main.109,False,True
2034636,10.18653/v1/2020.acl-main.110,True,False
3365740,10.18653/v1/2020.acl-main.110,False,False
1912357,10.18653/v1/2020.acl-main.110,False,True
52078780,10.18653/v1/2020.acl-main.111,True,False
1667962595,10.18653/v1/2020.acl-main.111,False,False
1668105331,10.18653/v1/2020.acl-main.111,False,False
40530061,10.18653/v1/2020.acl-main.111,False,True
3449424,10.18653/v1/2020.acl-main.112,True,False
1698101293,10.18653/v1/2020.acl-main.112,False,False
1744669,10.18653/v1/2020.acl-main.112,False,True
2006017,10.18653/v1/2020.acl-main.113,True,False
1702974,10.18653/v1/2020.acl-main.113,False,False
144204682,10.18653/v1/2020.acl-main.113,False,True
11712793,10.18653/v1/2020.acl-main.114,True,False
1948646,10.18653/v1/2020.acl-main.114,False,False
1702974,10.18653/v1/2020.acl-main.114,False,True
7655033,10.18653/v1/2020.acl-main.115,True,False
51208524,10.18653/v1/2020.acl-main.115,False,False
1660797358,10.18653/v1/2020.acl-main.115,False,False
1730400,10.18653/v1/2020.acl-main.115,False,True
33985877,10.18653/v1/2020.acl-main.116,True,False
145793834,10.18653/v1/2020.acl-main.116,False,False
1395444239,10.18653/v1/2020.acl-main.116,False,False
1736741346,10.18653/v1/2020.acl-main.116,False,False
1736759674,10.18653/v1/2020.acl-main.116,False,False
1736741341,10.18653/v1/2020.acl-main.116,False,False
47665464,10.18653/v1/2020.acl-main.116,False,True
2879453,10.18653/v1/2020.acl-main.117,True,False
38725355,10.18653/v1/2020.acl-main.117,False,False
2066641453,10.18653/v1/2020.acl-main.117,False,False
1388016369,10.18653/v1/2020.acl-main.117,False,False
1707117,10.18653/v1/2020.acl-main.117,False,False
39038065,10.18653/v1/2020.acl-main.117,False,False
50252087,10.18653/v1/2020.acl-main.117,False,False
50564082,10.18653/v1/2020.acl-main.117,False,False
40454673,10.18653/v1/2020.acl-main.117,False,False
1404350473,10.18653/v1/2020.acl-main.117,False,False
2056258384,10.18653/v1/2020.acl-main.117,False,False
2101328894,10.18653/v1/2020.acl-main.117,False,False
1999108,10.18653/v1/2020.acl-main.117,False,False
1993357,10.18653/v1/2020.acl-main.117,False,False
1403641392,10.18653/v1/2020.acl-main.117,False,False
1781292,10.18653/v1/2020.acl-main.117,False,False
1389541398,10.18653/v1/2020.acl-main.117,False,False
2707234,10.18653/v1/2020.acl-main.117,False,False
1400349389,10.18653/v1/2020.acl-main.117,False,False
144582029,10.18653/v1/2020.acl-main.117,False,False
2119062987,10.18653/v1/2020.acl-main.117,False,True
2066295029,10.18653/v1/2020.acl-main.118,True,False
1745226,10.18653/v1/2020.acl-main.118,False,True
46689291,10.18653/v1/2020.acl-main.119,True,False
144594306,10.18653/v1/2020.acl-main.119,False,True
