author_id,author_name,affiliation,pqi_score,anci_score,accel_score,h_index,citations
10000157,Cuong Xuan Chu,Unknown,1.07,0.41,0.0,4,106
10007273,Qiaolin Xia,Unknown,2.78,3.91,0.0,9,467
10017193,Aiwei Liu,Tsinghua University,1.76,1.22,1.8,16,838
10033622,S. Branavan,Unknown,0.66,0.01,0.0,2,9
10034341,Yixuan Cao,"Institute of Computing Technology, Chinese Academy of Sciences",1.75,2.09,2.16,6,132
10035476,Rongmei Lin,Unknown,0.8,0.33,0.0,9,443
100466830,Zhaojiang Lin,Unknown,2.52,7.55,0.07,23,2080
100468503,Zhengzhong Liu,Unknown,2.08,3.3,-0.15,12,554
100472210,Daichi Haraguchi,Unknown,0.31,0.0,0.0,2,25
100506648,Anshul Nasery,Unknown,1.79,1.71,0.71,3,57
100508901,Robert Wolfe,Unknown,2.44,3.5,0.59,9,304
100516590,Peihao Zhu,KAUST,1.03,0.64,0.41,10,1497
100519532,Sathwik Madhusudhan,Unknown,1.69,1.23,2.0,4,70
100520099,Heyang Er,Unknown,3.19,4.37,-0.3,3,574
100525940,Daniel McFarland,Unknown,1.53,1.9,-0.31,39,6042
100537432,Hao He,Unknown,2.01,0.32,1.0,5,145
10054744,Alena Fenogenova,SberDevices,2.22,1.09,0.36,11,441
100576967,Ying Liu,Unknown,2.2,0.82,0.0,10,842
100612966,M. Valko,Unknown,1.59,0.01,0.0,5,53
100627129,Georgios Pantazopoulos,Unknown,1.57,1.83,0.0,21,1340
100653935,Mojtaba Komeili,Unknown,2.44,19.16,2.45,13,1329
100664938,Olga Golovneva,Unknown,2.53,1.57,1.24,6,444
100762516,Garrett Tanzer,Unknown,1.98,0.35,0.0,3,84
100781843,Marie-Francine Moens,KU Leuven,1.25,0.61,0.26,16,1477
100784405,Fahime Same,Unknown,2.02,1.0,0.44,4,40
100797192,Ana-Maria Cretu,Unknown,2.82,4.73,-0.48,2,130
10080270,John Makhoul,Unknown,2.99,14.11,0.44,53,19157
100811091,Jason Lee,New York University,2.98,21.57,-0.49,24,2887
100832735,Ahmed Masry,Koc University,2.2,19.07,3.61,9,1160
100894223,Prashan Wanigasekara,Unknown,1.31,0.1,0.0,3,20
10089460,Vivek Gupta,Unknown,2.64,4.67,0.44,6,193
100896506,Yun Zhu,Unknown,0.88,0.06,0.0,6,240
100917154,Angelo Basile,Unknown,2.24,0.88,0.0,12,466
100967159,Dhruv Gelda,Unknown,1.49,7.21,0.26,6,150
100969823,Masoumeh Aminzadeh,Unknown,1.77,7.43,0.0,7,418
100984698,Yada Pruksachatkun,Unknown,2.09,2.86,-0.15,13,5862
10099514,Zhilin Liao,HUNDSUN,2.83,4.1,-0.21,2,59
100996634,Ying Zhang,Unknown,1.38,0.97,0.52,19,1152
10109293,Seniz Demir,Unknown,2.77,1.47,0.0,15,700
101098891,Serguei Barannikov,Unknown,2.01,1.71,0.26,13,1044
10111751,Tatevik Hakobyan,Unknown,1.54,0.0,0.0,5,185
101161623,Jia Qing Tan,Unknown,2.54,36.51,2.94,2,736
101166098,Jann Weinand,Unknown,1.07,1.2,0.26,21,1119
101180162,Walelign Tewabe Sewunetie,Unknown,0.75,0.24,0.0,3,22
101193275,Tianze Luo,Unknown,2.28,1.0,0.0,4,73
10119770,Zed Sehyr,Unknown,0.38,0.0,0.0,10,473
101210026,Anirudh Ravula,Unknown,2.55,12.84,-0.42,7,2706
101247384,Mahdis Mahdieh,Unknown,2.75,3.76,0.0,3,55
10127337,Vahid Nia,Unknown,1.89,1.57,0.26,14,884
101285939,Tomoya Machide,Unknown,0.8,0.58,0.0,4,71
101333187,Shohei Iida,Unknown,2.09,0.82,0.0,3,35
10135862,Angelo Ziletti,Bayer AG,1.64,0.67,0.0,13,2030
10136905,Cheonbok Park,Unknown,1.32,0.42,0.44,11,974
101371510,Zhexin Zhang,Unknown,1.97,2.89,2.73,10,571
101433524,G. Kranthikiran,Unknown,2.24,11.01,4.0,4,711
10144804,Boda Lin,Unknown,0.63,0.22,0.0,1,2
101486331,Mingyang Wan,Unknown,2.16,0.5,0.0,5,218
101513478,Rida Qadri,Unknown,2.52,1.5,2.0,11,287
101531362,Nick McKenna,University of Edinburgh,2.17,8.12,2.04,4,245
101568984,Zejiang Shen,MIT,1.99,2.09,2.36,13,836
101597616,Ehsan Pari,Unknown,0.66,0.16,0.0,1,3
101654431,Jakob Havtorn,Unknown,2.03,0.14,0.0,7,548
101655391,Lee Xiong,Unknown,2.86,4.69,-0.13,2,1294
101668216,Beomseok Lee,samsung.com,2.34,1.0,0.26,5,73
101694948,Atakan Kara,Koç University,0.8,0.58,0.73,2,11
101721481,Amin Ahmad,Unknown,2.51,16.36,-0.29,2,533
101829183,Wei Zhou,Unknown,2.21,4.88,0.82,66,24789
101841139,Emily Gade,Unknown,2.95,5.06,1.29,8,279
101880623,Nojun Kwak,Unknown,2.21,4.97,1.29,14,485
101904272,Andrea Seveso,Unknown,1.45,0.15,0.0,8,265
10195617,Myrl Marmarelis,Unknown,2.44,1.53,6.0,4,52
101958625,Chryssi Giannitsarou,Unknown,2.14,4.66,-0.34,16,821
10196196,Christine Montgomery,Unknown,2.19,0.29,0.0,10,418
10197529,Janarthanan Rajendran,Unknown,2.76,3.68,-0.21,12,508
102030571,Galina Angelova,Unknown,1.66,2.5,0.0,2,104
102052663,Victoria Ng,Unknown,0.75,0.42,0.0,2,16
102076291,Yuji Sawai,Unknown,1.08,0.34,0.0,1,3
102078849,Seongbum Seo,Unknown,0.74,0.0,0.0,1,2
102129631,Arash Ardakani,Unknown,0.63,1.0,0.0,1,2
10213745,Martha E. Pollack,Unknown,2.91,16.13,0.0,52,12609
102206853,Unknown,Unknown,2.44,0.1,1.0,4,64
10220743,Sumeet Singh,Unknown,2.94,7.84,-0.45,33,5578
102222453,Alon Benhaim,Unknown,1.83,2.71,1.24,9,1568
102229040,Gary Farmaner,Unknown,1.01,0.0,0.0,1,8
10223265,Tomoki Doi,Unknown,1.43,1.41,0.0,6,131
102233136,Daniel Reich,Unknown,1.52,1.2,0.73,3,32
102247492,Faculdade Lisboa,Unknown,2.24,0.35,0.0,4,76
102251951,Adrien Bazoge,Nantes Université,2.4,13.09,4.2,6,332
102253939,Brandon McKinzie,Unknown,2.07,0.42,0.0,4,315
102262203,Si-Qi Tang,Unknown,2.46,1.07,0.26,7,249
102282931,Charlotte Pouw,Unknown,0.73,0.58,0.73,4,39
102315613,Leonid Sinev,Unknown,2.42,0.45,0.0,3,34
102320235,Hao Yang,Unknown,1.78,2.03,0.0,36,6319
10237116,Grace Hui Yang,Unknown,2.52,2.59,-0.21,27,3811
102376484,Yotam Perlitz,Unknown,2.26,1.86,1.08,6,160
102377563,Yoshio Nakao,Unknown,2.61,5.49,0.0,3,52
102379512,S. vStajner,Unknown,1.76,0.25,1.22,2,88
10238549,Tianlin Shi,Unknown,3.65,49.94,-0.17,10,1521
102413194,Jupinder Parmar,Unknown,2.37,0.79,0.0,7,197
10241715,Amandla Mabona,Unknown,2.33,1.23,0.0,5,1169
102429215,Kai-Fu Lee,Unknown,2.71,5.0,0.0,34,5942
10245677,Varun Khurana,Unknown,2.16,0.5,0.0,17,1095
10245861,Ali Ghodsi,Unknown,1.17,1.9,-0.48,8,211
102475503,Toki Sherbakov,Unknown,0.97,0.01,0.0,6,16325
102485516,Frederic Dreyer,Unknown,1.96,0.16,0.0,21,3021
102487474,Tiwalayo Eisape,Unknown,2.17,1.98,1.47,6,97
102489044,Jianing Zhou,Unknown,1.18,0.54,1.0,5,76
102500367,Shu-Kai Zheng,Unknown,2.48,1.32,0.41,3,35
102501957,Alexander Podolskiy,Unknown,2.17,0.58,0.0,8,298
102524625,Greg Burnham,Elemental Cognition,2.87,4.42,-0.16,2,69
102529478,Franck Genet,Unknown,2.88,4.51,0.0,8,443
102536922,Sam Davidson,"University of California, Davis",2.15,0.94,-0.31,11,247
102540266,Se Joo,KAIST,2.5,2.57,4.74,6,235
102549875,Aitor Lewkowycz,Unknown,1.41,0.01,0.0,32,15133
102551486,Ethan Nadler,Unknown,1.62,0.0,0.0,25,1950
102568656,Tom Pelsmaeker,Unknown,2.63,5.72,0.0,1,29
10258164,Sopan Khosla,Unknown,2.05,3.02,0.59,9,383
102582040,Zef Rosnbrick,Unknown,0.59,0.0,0.0,3,6203
102589705,Dan Padnos,Unknown,3.19,8.48,-0.32,7,347
102590513,Kaize Shi,University of Technology Sydney,1.06,1.06,0.73,12,396
102604362,Avi Schwarzschild,Unknown,2.24,0.06,0.0,19,2587
102611512,Communications Technology,Unknown,0.64,0.14,0.41,5,576
102622146,Junjie Luo,Unknown,1.83,0.07,0.0,4,154
102629101,Jannik Pedersen,Unknown,0.85,0.58,0.0,5,108
102629714,East University,Unknown,2.94,3.99,3.47,2,77
102642891,S. University,Unknown,0.64,0.12,0.73,14,1531
102648923,Charith Peris,Amazon,1.96,1.13,1.88,9,533
102649445,Eleftheria Tsipidi,Unknown,1.99,0.25,1.0,2,25
102663176,Saeideh Esfahani,Unknown,2.48,1.07,0.0,2,26
102665013,Haopeng Ren,Unknown,0.73,0.35,0.41,7,159
102666144,Martin Laursen,Unknown,0.85,0.58,0.0,5,108
102669988,Mokanarangan Thayaparan,University of Manchester,1.3,1.8,0.59,8,187
102682026,National Information,Unknown,0.64,0.14,0.41,4,54
102700312,School Science,Unknown,2.94,3.99,3.47,28,2708
102707804,Michael Twiton,Unknown,3.41,31.68,0.04,3,455
102711702,Shota Nakada,Unknown,1.02,0.35,0.0,4,30
102712558,Dariusz Kajtoch,Unknown,0.64,0.23,0.41,6,107
102731494,Haihui Fan,Unknown,0.38,0.0,0.0,3,25
102733632,Eugene Rohrbaugh,Unknown,0.94,0.81,0.0,3,22
102786751,José Deulofeu,Unknown,2.7,2.79,0.0,4,92
102793124,Constantin Eichenberg,Unknown,1.43,3.41,1.0,5,152
102801230,Rafael Rafailov,Unknown,2.61,23.27,6.42,21,7567
102811815,Marcello Federico,Amazon AI,2.19,3.47,0.12,50,15951
102822751,Lukas Stoetzer,Unknown,1.83,0.07,0.0,11,545
102849249,Reda Boumasmoud,Unknown,1.65,0.0,0.0,2,15
102872728,Xi Wang,University of Sheffield,2.46,1.42,1.0,8,267
102896535,Xiang Wu,Unknown,2.22,0.58,0.0,2,11
102914307,D. G. Kuehner,Unknown,2.09,0.2,0.0,3,424
102930249,Seung-kook Ryu,Unknown,1.21,0.33,0.0,1,4
102930251,Su-Rin Ryu,Unknown,1.46,0.3,0.0,1,4
102946994,David Muchlinski,Unknown,2.63,8.22,2.3,9,677
10297565,Jinzhu Lu,Unknown,2.52,0.95,0.44,9,814
10297746,Satya Almasian,Heidelberg University,1.15,0.14,0.0,5,95
102992612,Zi-cong Huang,Unknown,0.52,0.12,0.41,2,16
102998695,Sujay Khandagale,Unknown,1.44,0.27,0.26,5,413
103010588,Zhong Zhang,University of Electronic Science and Technology of China,2.32,1.73,0.0,9,210
103014010,Eojin Jeon,Unknown,2.04,0.25,0.0,2,6
103016698,Instituto T'ecnico,Unknown,2.24,0.35,0.0,8,379
103022133,Jacob Bremerman,"University of Maryland, College Park",1.62,0.0,0.0,3,211
10305011,Habeebah Kakudi,Unknown,0.94,0.4,0.0,6,195
10305789,M. Janina Sarol,Unknown,0.99,0.61,0.0,7,92
103065244,Peilin Liang,Unknown,2.48,2.14,-0.42,3,43
103080663,Vilhelm Ehrenheim,Unknown,1.75,0.34,0.0,4,29
103081544,Gabriel Skantze,Unknown,1.03,0.27,0.0,9,258
103083101,C. Lisboa,Unknown,2.24,0.35,0.0,4,488
103092912,Zhijie Sang,Unknown,0.81,0.0,0.0,2,8
103126567,C. University,Unknown,2.13,0.35,1.0,19,2928
103138865,Pierre Finnimore,Unknown,2.61,1.46,0.0,1,27
103143311,Tom Henighan,Unknown,1.32,0.42,5.63,18,56595
103145485,Jesse Cresswell,Unknown,2.47,1.5,0.0,14,893
10316631,Maksim Podkorytov,Florida State University,2.71,5.52,0.0,7,121
103183394,Vladimir Dobrovolskii,Unknown,2.92,33.09,0.44,2,76
103185207,Dingyang Chen,University of South Carolina,2.13,0.94,0.0,4,34
103202004,Zhenhua Feng,Unknown,3.05,17.14,0.0,6,193
103226724,Paiheng Xu,Unknown,1.78,1.45,6.0,9,321
103245682,Tao Zhang,"Shenyang Institute of Automation, Chinese Academy of Sciences",2.52,2.38,0.26,33,4827
10324691,Kawin Ethayarajh,Unknown,2.64,37.45,-0.03,16,6927
103277778,Christophe Touret,Unknown,1.37,0.0,0.0,5,6384
103299006,Oleg Zinkevich,Unknown,1.02,0.36,0.44,1,10
103320665,George Pennacchi,Unknown,2.91,14.63,0.0,35,6434
103329682,Aman Kassahun Wassie,Unknown,0.75,0.24,0.0,2,9
103334047,Ari Silburt,Unknown,0.63,0.18,0.0,6,490
103351910,Jia-Xing Hong,Unknown,0.52,0.19,0.0,11,905
103381698,Ron Dicarlantonio,Unknown,1.01,0.0,0.0,0,0
103404553,Hritik Bansal,Unknown,2.49,3.26,2.11,18,1817
103405110,Hannah Korevaar,Unknown,2.28,0.01,0.0,5,6255
103422608,Ian Sohl,Unknown,0.97,0.01,0.0,4,15765
103432693,Ramya Boppana,Unknown,1.39,2.33,4.0,2,43
103476203,Stella Biderman,EleutherAI,2.48,4.73,3.86,31,14896
10347824,Marie M. Vaughan,Unknown,2.48,1.58,0.0,4,130
103492671,Catalina Goanta,Unknown,2.89,7.39,3.12,9,303
10349529,Prabal Agarwal,Unknown,2.18,1.27,-0.21,3,57
103526996,Kremena Valkanova,Unknown,0.54,0.35,0.0,2,23
103538973,Afra Alishahi,Unknown,2.57,4.95,-0.31,17,1360
103560469,Fangjie Ma,Unknown,1.18,2.68,0.0,3,40
10357841,Pinkesh Badjatiya,Unknown,2.91,3.94,-0.31,7,1486
103580520,Seongjin Shin,Unknown,3.0,4.41,1.84,3,122
103586459,Maria Finatto,Unknown,0.54,0.24,0.0,7,151
103596213,Kolby Nottingham,Unknown,1.87,0.51,0.0,5,128
103603255,Yehui Tang,Unknown,2.09,1.19,0.0,26,5520
103619315,Wai Lam,Unknown,1.97,0.64,0.26,1,16
103666082,Meghavarshini Krishnaswamy,Unknown,0.38,0.0,0.0,2,9
103680841,Adam Nohejl,Nara Institute of Science and Technology,2.55,0.31,0.0,5,61
103682620,Sylvain Gugger,Unknown,2.29,2.45,0.58,4,2706
103690594,Kangyang Luo,Unknown,0.91,0.33,0.0,5,103
10373738,Hyeonmin Ha,Unknown,0.71,0.48,0.41,5,123
103745861,Sairam Sundaresan,Unknown,1.56,3.85,-0.21,7,171
103750594,Chengjin Xu,Unknown,2.73,6.3,0.14,15,913
103756614,Renlong Jie,Unknown,0.99,1.13,1.0,5,47
103760064,Nan-Jiang Jiang,Unknown,2.09,5.43,0.0,4,146
10381629,Shengjie Qiu,Unknown,2.47,0.96,0.73,5,112
103817248,Zhenhou Hong,Unknown,1.51,5.72,-0.21,5,148
10382513,Konstantinos Meichanetzidis,Unknown,1.98,0.28,0.0,13,675
103829114,Austin Herrick,Unknown,1.99,0.01,0.0,4,2008
103839296,Jessica Zipf,Unknown,0.74,0.0,0.0,2,7
103839825,Fabio Massimo Zanzotto,Unknown,1.23,1.19,0.54,13,495
103841287,Mohsen Tabasi,"Postdoctorla Fellowship at Lewis Katz School of Medicine, Temple University, Philadelphia, USA",1.79,0.67,0.0,6,110
103868929,Hyonsook Lee,Unknown,1.55,0.8,0.0,1,12
103882825,Prerna Bharti,Unknown,1.99,5.48,0.26,3,56
103896164,Haoyan Liu,Unknown,1.74,0.32,0.65,5,73
103931166,Nicolae-Cătălin Ristea,Unknown,0.75,0.71,1.0,15,676
10398264,Mikhail Khodak,Unknown,3.0,5.89,0.0,19,8668
10399052,Irene Viola,Unknown,0.99,0.47,0.0,18,1030
104014275,Millicent Ochieng,Unknown,2.8,3.15,3.36,7,532
104041391,Samuel Ackerman,Unknown,0.97,0.29,0.41,7,165
104053818,Rilwan Adewoyin,Unknown,2.04,0.5,0.0,4,113
104066045,Atticus Harrigan,Unknown,2.04,0.5,0.0,4,89
104084918,Pavel Samygin,Unknown,1.94,4.84,1.0,3,114
104090174,Bing’er Jiang,Unknown,0.64,0.38,0.0,3,33
104128958,Jonah Lubin,Unknown,2.99,6.05,0.26,1,97
104142864,Nitesh Sekhar,"Amazon, UC San Diego",0.85,0.96,0.0,3,45
104166593,Laiba Mehnaz,Unknown,2.49,0.76,0.0,6,87
10419477,Amir Gholami,Unknown,1.9,1.53,2.32,41,8351
104209321,E. Shannon Tass,Unknown,2.2,0.35,0.0,4,50
104268229,Quanjia Yan,Unknown,0.81,0.0,0.0,1,5
10429727,Luca Mouchel,EPFL,2.24,0.83,0.0,3,13
104300808,Dongfang Lou,HUNDSUN TECHNOLOGIES INC.,2.83,4.1,-0.21,7,311
104304055,Chaewon Park,Unknown,2.19,0.51,1.0,2,25
10430740,Leonardo Ribeiro,"Amazon, TU Darmstadt",1.92,4.34,0.19,12,2213
104333826,Kellin Pelrine,Unknown,1.42,1.76,0.91,9,359
104339089,Leticia Pinto-Alva,Universidad Catolica San Pablo,0.96,0.82,0.0,3,88
104348300,Anna Alsop,Unknown,3.06,2.91,-0.54,2,137
104350259,Diego Doimo,Unknown,2.55,2.24,2.0,7,213
104354626,Jonathan Pilault,Polytechnique,3.24,22.56,-0.34,5,370
104375103,Yunmo Chen,Unknown,1.93,1.1,0.85,8,573
104382958,Peng Xu,Unknown,1.97,4.4,0.19,15,875
104404761,Minsam Kim,Unknown,2.33,0.81,0.44,3,34
104410110,Taru Jain,Unknown,2.5,1.69,0.26,8,431
104444594,Steven Basart,TTIC,2.47,0.14,6.0,16,13584
10444824,Yoonhyung Kim,Korea Advanced Institute of Science and Technology (KAIST),1.1,0.59,0.0,6,140
104450036,Nur Lan,Unknown,2.2,0.82,0.0,6,80
104463827,Shuohuan Wang,Unknown,2.13,2.23,0.54,14,2755
104606119,Avik Sil,Unknown,1.15,3.13,0.0,2,20
104612547,Waqar Muhammad,Unknown,1.52,0.1,0.0,4,45
104619254,John Harvill,University of Illinois at Urbana-Champaign,1.28,0.71,0.0,6,112
10469987,Donghyun Kwak,Unknown,2.55,2.77,1.88,8,383
104706163,Mohammad pour,Unknown,1.23,0.86,1.35,5,55
104768157,Christian Wibisono,Unknown,1.04,0.31,2.16,1,50
104788767,Mohammad Khosravani,Unknown,1.98,0.47,0.0,2,12
104843747,Weiguang Han,Unknown,2.6,2.03,1.0,10,457
105040217,Brendan Callahan,Unknown,2.62,1.59,0.0,4,98
105042132,Zuoyu Tian,Unknown,0.84,0.4,0.44,5,465
105073992,Yihan Dong,Unknown,1.02,1.25,0.0,4,41
10606368,Chak Yan Yeung,Unknown,1.77,0.6,0.0,9,227
10619607,Richard Goodrum,Unknown,3.21,5.91,-0.21,4,984
10633165,Christine Morrison,Unknown,2.61,2.04,0.0,1,28
10638646,Joey Zhou,Unknown,2.63,7.74,-0.28,50,9540
10662951,Valentin Khrulkov,Unknown,1.35,2.61,0.0,14,2422
10666396,Nikita Nangia,Unknown,2.34,44.02,0.08,16,10733
10668128,Angelo Schiavone,Polytechnic University of Bari,1.82,0.08,0.0,5,78
10669236,Gaël Guibon,Unknown,2.68,2.95,0.26,7,194
10670068,Guillaume Gadek,Unknown,1.41,0.29,0.41,7,91
10673612,Kaisheng Zeng,Unknown,1.59,0.7,3.8,10,538
10675303,Chaotao Chen,Unknown,1.27,0.2,0.0,6,165
10675491,Xianghu Yue,Unknown,0.66,0.2,0.0,9,629
10676335,Jiangyue Yan,Unknown,2.47,3.33,0.0,7,198
10677993,Salman Mohammed,Unknown,2.69,12.49,0.0,4,151
10679643,Max Grusky,Unknown,3.07,37.71,-0.09,4,612
10680347,Yilin Niu,Unknown,2.3,3.13,-0.21,8,875
10680632,Unnat Jain,Unknown,2.82,4.83,0.26,21,1649
10684139,João Aires,Unknown,2.43,1.57,0.0,7,197
10684484,Yunpu Ma,Unknown,2.11,3.28,0.08,17,1128
10698483,Jacob Menick,Unknown,0.77,0.02,0.0,16,25425
10699417,Hangbo Bao,Harbin Institute of Technology,1.56,6.56,0.56,15,7320
10702047,Nanna Inie,"IT University of Copenhagen, University of Washington",2.8,7.45,0.0,11,356
10703821,Mengting Hu,Unknown,2.2,1.9,0.26,16,747
10707709,Martin Raison,Unknown,2.5,11.84,0.06,5,42953
10708829,K. Deemter,Unknown,1.59,0.92,0.44,10,586
10710723,Yuanhang Ren,Unknown,0.85,0.32,0.73,21,1346
10716543,Lotem Peled,Unknown,2.83,9.5,-0.21,1,57
10721120,Ramakanth Pasunuru,Unknown,2.46,6.16,1.52,26,3247
10723295,Dhruv Madeka,Unknown,2.5,1.41,3.0,7,627
10727711,Charles Lovering,Unknown,2.31,0.94,0.0,9,2661
10729963,Trishala Neeraj,Unknown,1.34,0.03,0.0,8,6290
10730859,Alex Mechaber,Unknown,2.16,0.42,0.0,17,1173
10732140,Sreevidya Khatravath,Unknown,1.2,0.19,0.0,2,30
10733510,Tom Zhou,Unknown,2.58,1.51,0.0,10,789
10733723,Yuepei Li,Unknown,2.24,2.12,0.44,3,54
10734735,Philip Yeres,Unknown,2.02,4.8,-0.42,5,653
10735510,Fred Hohman,Apple,1.63,4.43,0.0,22,2988
10735955,Benedikt Boenninghoff,Unknown,0.33,0.0,0.0,6,169
10736308,Guillaume Salha-Galvan,"LIX, École Polytechnique",2.15,0.51,0.0,12,538
10737060,Siddharth Karamcheti,Stanford University,2.76,4.73,0.0,20,6674
10741225,Minsuk Chang,KAIST,2.11,1.55,0.59,16,897
10751749,Kathrin Ballweg,Unknown,1.52,0.54,0.0,6,112
10753214,Aliaksandr Siarohin,Unknown,1.98,0.18,0.0,25,4268
10754559,Huy Quang Ung,Unknown,0.72,0.3,0.0,3,27
10756122,Vaden Masrani,Unknown,0.81,0.47,0.0,11,770
10761233,Haiyun Peng,Unknown,2.93,6.58,-0.31,16,2484
10765024,Taiwo Kolajo,Unknown,1.83,0.63,0.0,6,265
10769461,Nikunj Saunshi,Unknown,2.16,5.33,1.22,15,1885
107745709,Alan Ansell,Unknown,1.8,4.9,0.62,7,301
107747459,Haolun Wu,Unknown,2.13,0.4,0.0,9,401
10775293,Yaoming Zhu,Unknown,1.74,3.21,0.0,12,1159
107763813,Kyeongpil Kang,Unknown,2.49,1.27,0.0,7,337
107801878,Helong Zhou,Unknown,2.71,3.0,0.0,11,2431
10780897,Damai Dai,Unknown,2.38,8.76,5.81,17,4127
10781161,Thiziri Belkacem,Unknown,2.7,1.63,-0.31,3,46
107822771,Avery Quynh,Unknown,0.93,0.5,0.0,4,35
10783142,Ilias Chalkidis,Athens University of Economics and Business,2.82,12.56,0.3,19,2143
107846485,Pradyumn Sinha,Unknown,1.99,2.07,-0.42,5,147
10788591,Jongyoon Song,Unknown,1.72,1.75,0.0,5,282
10791325,Ozan Caglayan,Imperial College London,2.7,5.32,-0.42,14,1151
10796472,James Martin,Unknown,2.9,5.31,-0.21,40,11313
107973475,Furkan Şahinuç,Unknown,2.27,1.0,1.0,10,301
10800084,Jasy Liew,Unknown,0.82,0.0,0.0,2,11
108040932,Robin Algayres,Unknown,1.5,0.73,0.0,9,428
108044950,Viji Sathy,Unknown,1.15,0.4,0.0,7,390
108053318,Yangsibo Huang,Unknown,2.09,3.51,-0.13,14,1400
108056624,Guillaume Staerman,Unknown,1.79,1.65,0.0,10,282
108075584,Sachit Kuhar,Unknown,1.91,0.11,0.0,4,130
108085542,Rui Wang,Shanghai Jiao Tong University,2.3,2.05,-0.4,25,2034
108125344,Yuhang Bai,Unknown,1.02,0.89,0.0,13,424
108148310,Dongmin Hyun,POSTECH,0.96,0.8,0.0,13,341
10820929,Kaiyu Qian,Unknown,2.49,1.5,0.0,23,1459
10830623,Hitoshi Miyai,Unknown,1.81,0.06,0.0,1,3
108321629,Dehghani Tafti,Unknown,0.59,0.0,0.0,2,11
10836604,Kobi Leins,Unknown,2.15,7.28,-0.16,9,314
108403054,Azmi Yuksel,Unknown,2.53,1.08,0.26,1,20
108508643,Ian Porada,McGill University,1.86,0.9,0.0,5,67
108529205,Ekaterina Garanina,Unknown,1.33,1.15,0.41,2,12
108759157,Ibrahim Farouq,Unknown,2.4,1.11,0.0,8,162
108792855,Barea Sinno,Unknown,2.28,0.75,0.0,3,26
108809027,Gina Bustamante,Pontificia Universidad Católica del Perú,2.54,2.14,0.26,2,55
10918587,Bowen Tan,Unknown,1.97,2.47,0.39,21,1134
10960878,Donald Sturgeon,Unknown,2.23,0.74,0.0,6,94
11001673,Deepak Pandita,Rochester Institute of Technology,0.54,0.09,0.0,3,26
11004068,Susmitha Wunnava,Unknown,1.09,1.06,0.0,8,186
11011292,Sejoon Oh,Unknown,2.02,1.06,0.0,9,307
11019215,Markus Zlabinger,Unknown,0.92,0.71,0.0,7,182
11030219,Timothy O'Donnell,Mila,2.5,2.27,0.0,9,423
11032020,Ezekiel Soremekun,Unknown,0.91,1.41,0.0,12,447
11032852,Zheng Wang,Unknown,1.83,0.7,0.0,46,8951
11034998,Reyhaneh Jabbarvand,Unknown,1.36,5.3,-0.33,14,524
11035690,Vimig Socrates,Unknown,1.15,1.0,0.0,8,1455
11059382,Dimitris Stripelis,Unknown,1.6,0.58,0.0,11,308
11062405,Hubert Devonish,Unknown,1.54,0.14,0.0,7,235
11064745,Raha Moraffah,Unknown,1.93,1.61,1.45,13,744
11070957,Weipeng Chen,Unknown,0.88,0.54,0.26,4,44
11073942,Jay Lee,Seoul National University,1.8,1.94,0.44,7,169
11095339,Xiaoyu Lv,"Machine Intelligence Technology Lab, Alibaba Group",0.51,0.07,0.0,8,261
11121990,Huan Sun,The Ohio State University,2.7,3.19,0.06,25,1958
11126660,Sebastian Stüker,Unknown,1.67,0.45,0.0,29,3556
11149237,Qi Liu,Unknown,2.04,2.93,0.0,6,368
11150265,Bob Rotsted,Unknown,0.97,0.01,0.0,3,14760
11154967,Dylan Fitzpatrick,Unknown,2.85,11.32,0.0,4,217
11178191,Roy Byrd,Unknown,2.45,1.11,0.0,18,1530
11207348,Polina Harik,Unknown,2.16,0.42,0.0,13,562
11214691,Yuchen Ren,Unknown,1.15,1.24,0.41,8,106
11220282,Lukas Galke,University of Southern Denmark,2.78,11.5,0.0,10,373
11223062,Lizhong Chen,Unknown,0.85,1.44,0.0,14,1160
11242310,David Kartchner,Unknown,1.44,1.78,-0.13,9,546
11243844,Penghui Zhu,beijing university of posts and telecommunications,2.85,1.78,0.0,15,1149
11267515,Niko Partanen,Unknown,2.45,1.68,0.26,14,532
112862525,Yifei Xin,"Peking University, Alibaba Damo Lab",1.65,0.0,0.0,8,445
112863312,Jiefu Gong,Unknown,1.1,0.23,0.26,3,54
112897627,Taichi Iki,Unknown,1.42,2.04,0.0,3,36
112906667,Clément Romac,Unknown,0.71,0.25,0.0,5,246
112924568,Sebastian Nehrdich,Unknown,1.81,4.18,0.0,5,74
112940065,Nasim Nouri,Unknown,2.4,2.88,0.0,4,67
112943514,Shoval Sadde,Unknown,2.03,1.99,0.08,7,171
112956362,Mahdi Kamalabad,Unknown,0.94,0.58,0.0,5,66
11298055,Tuan-Anh Hoang,Unknown,1.29,5.81,0.26,14,967
113048894,Yaowei Zheng,"BDBC, Beihang University, Beijing, China",2.59,65.29,11.0,6,779
113057658,Emily Prudhommeaux,Unknown,1.47,1.14,0.59,7,143
113066842,Lingmin Ran,Unknown,0.96,0.67,0.26,4,246
113087283,Zhiheng Yan,Unknown,3.1,12.43,0.0,5,176
113110096,Neal Brodnik,Unknown,0.66,0.2,0.0,8,192
113117127,Shashank Rajput,Unknown,0.3,0.0,0.0,12,1419
113188334,Andrea Fabio,Unknown,2.82,6.93,-0.21,2,59
113210882,Junran Wu,Unknown,2.4,1.49,0.41,8,265
