author_id,author_name,affiliation,pqi_score,anci_score,accel_score,h_index,citations
2108981561,Jianqiao Li,Unknown,2.5,0.61,0.0,7,244
2108985329,Jiaying Zhu,Unknown,3.07,12.86,-0.21,2,164
2108986414,Hongwei Wang,Unknown,1.52,1.01,0.71,11,1522
2108988344,Junhui Li,Unknown,2.72,2.96,-0.34,18,1647
2108988393,Junhui Li,Unknown,3.02,6.84,0.0,22,1499
2108989061,Yifan Yang,Unknown,0.9,0.58,0.0,30,5560
2108989265,Yifei Yang,Unknown,1.36,8.36,6.48,6,408
2108989300,Yifan Yang,Unknown,2.79,3.0,0.0,4,450
2108992680,Qinxin Wang,Unknown,2.36,0.9,0.0,2,33
2108993427,Zheli Liu,Unknown,0.95,0.82,0.0,3,33
2108996247,Yuqi Liu,Unknown,0.8,0.46,0.0,4,43
2108997533,Jieming Zhu,Unknown,1.61,4.75,0.91,33,5788
2108997748,Wenqing Chen,Unknown,2.07,2.02,1.22,6,163
2108998419,Xin-Xin Liu,Unknown,2.52,2.38,0.26,3,45
2109001591,Song Yang,Unknown,2.2,1.34,0.0,3,27
2109002,Xiangyu Duan,Unknown,1.61,1.64,-0.21,15,638
2109002553,Xiaokang Liu,Unknown,2.52,2.04,-0.26,6,113
2109003630,Jiaxuan Li,"University of California, Irvine",2.31,5.2,1.65,3,62
2109006173,Lan Zhang,The University of Manchester,2.05,0.71,0.91,3,18
2109012444,Jiayi Li,Unknown,1.05,1.01,4.0,6,88
2109013120,Junjie Li,Unknown,2.61,2.74,0.26,8,205
2109013629,Juntao Li,Unknown,1.91,1.06,0.33,14,1109
2109015369,Zhiguang Liu,Unknown,2.43,0.68,0.73,8,255
2109018826,Jiatong Li,"Master student, the University of Melbourne",2.5,2.45,0.0,7,574
2109020238,Jicheng Li,Unknown,1.11,0.89,0.26,5,124
2109022768,Minjung Kim,Seoul National University,0.81,0.47,0.0,4,75
2109023202,Honglei Liu,Unknown,2.03,1.12,0.44,6,378
2109024387,Wen-Chin Chen,Unknown,2.53,1.28,0.0,11,474
2109029275,Yuchong Sun,Unknown,1.29,0.4,1.45,7,597
2109030222,Song Liu,Unknown,3.54,31.26,-0.21,3,639
2109031407,Song Liu,Unknown,0.66,0.35,0.0,2,13
2109032235,Huao Li,Unknown,2.94,6.35,0.73,9,499
2109036951,Yueyue Wu,Unknown,2.53,2.19,1.65,19,1183
2109040021,Yawen Yang,Unknown,2.78,2.89,0.44,8,596
2109040042,Yawen Yang,Unknown,1.36,0.54,0.73,4,47
2109041344,Aitzaz Ahmad,Unknown,0.97,2.5,0.73,2,31
2109042910,Hongguang Li,Unknown,0.63,0.14,0.0,3,55
2109047773,Liang Huang,Unknown,2.59,2.21,0.0,1,26
2109048243,Liang Huang,Unknown,1.07,0.07,0.0,1,1
2109052548,Xiaoze Liu,Purdue University,2.5,2.27,4.0,11,548
2109057340,Jingjing Li,Unknown,1.97,2.0,-0.42,8,268
2109059727,Jiachi Liu,Unknown,1.71,0.93,0.44,4,58
2109060719,Baohang Zhou,Unknown,1.51,0.64,0.14,7,219
2109061043,Bartuer Zhou,Unknown,2.36,1.18,0.26,4,124
2109063330,Catherine Chen,UC Berkeley,1.49,2.31,0.44,4,77
2109064358,Carol Chen,Unknown,1.15,0.0,0.0,5,763
2109066249,Manrong Zhang,Unknown,1.11,1.25,0.0,2,33
2109066541,Qinlong Wang,Unknown,3.02,6.11,-0.21,3,163
2109067470,Huan Zhang,Unknown,2.34,0.89,0.26,22,3136
2109069020,Ping Li,Unknown,0.91,1.23,0.26,7,204
2109069108,Pijian Li,Unknown,1.54,3.43,0.71,11,401
2109069235,Ping Li,Unknown,2.47,2.39,0.0,13,712
2109069689,Zenan Xu,Unknown,1.45,2.44,0.82,3,66
2109072966,Stan Li,Unknown,2.61,1.62,0.0,2,30
2109074276,Xiaohan Wang,Unknown,2.55,2.17,0.41,22,1557
2109074420,Xiaohui Wang,Unknown,2.2,5.1,-0.21,3,174
2109076483,Zhiqiang Liu,Unknown,2.72,2.07,0.0,1,29
2109076493,Zhiqiang Liu,Unknown,2.63,1.57,0.26,2,38
2109077637,Jiale Cheng,Unknown,1.97,3.24,2.07,9,1066
2109077713,Cheng Jiayang,The Hong Kong University of Science and Technology,2.17,1.7,2.24,9,512
2109077772,Xiaoxu Zhu,Unknown,0.52,0.14,0.73,4,43
2109077977,Liqun Chen,Unknown,2.65,3.46,-0.26,19,2050
2109079587,Zhiwei Liu,Unknown,2.56,1.97,0.0,1,22
2109080606,Xien Liu,Unknown,1.15,2.0,0.0,7,445
2109080849,Xinyu Chen,Unknown,2.47,1.44,0.41,7,303
2109082216,Winson Chen,Unknown,1.29,2.41,0.0,3,76
2109084273,Jianyu Wang,"University of California, San Diego",3.38,21.56,2.73,2,418
2109086217,Zhihua Zhang,Unknown,0.51,0.25,0.0,9,182
2109087161,Zhihan Zhang,Unknown,1.74,0.63,0.0,4,51
2109094652,Xule Liu,Unknown,2.64,1.81,0.0,3,139
2109102523,Ahmed Ali,Unknown,2.71,9.63,0.26,19,1233
2109103073,Xing Gao,Unknown,2.32,0.9,0.0,3,34
2109104122,Shucheng Li,Nanjing University,1.59,4.97,-0.21,6,437
2109104731,Junlong Liu,Unknown,2.44,2.33,0.44,1,14
2109105056,Junlong Liu,Unknown,2.36,0.82,0.73,5,143
2109109975,Zhu Zhang,Unknown,2.27,1.41,0.0,5,110
2109110841,Jaeyoung Park,Unknown,1.56,0.69,0.0,12,414
2109116054,Xiaowen Liu,Unknown,2.38,0.53,0.0,5,105
2109120259,Chanyoung Park,Unknown,0.96,0.8,0.0,23,2495
2109120341,Liming Wang,Unknown,1.94,21.02,0.71,15,960
2109120538,Liming Wang,Unknown,1.52,0.23,0.0,6,259
2109121572,Yufei Chen,Unknown,2.13,1.22,0.26,5,230
2109122533,Yufu Chen,Unknown,0.72,0.34,0.0,3,44
2109126455,Fengyu Wang,Unknown,1.88,1.63,0.0,4,115
2109126706,Xiao-Hua Zhou,Unknown,2.75,3.76,0.44,1,43
2109129023,Hongqiao Li,Unknown,2.8,1.85,0.0,10,829
2109135300,Shuo Li,Unknown,2.47,1.81,4.0,9,354
2109136147,Weizhu Chen,Unknown,2.34,8.33,0.27,60,29326
2109136284,Weize Chen,Tsinghua University,1.88,1.53,1.35,16,2851
2109138287,Mengyuan Zhou,Unknown,1.1,0.93,0.59,5,118
2109142009,Yifan Chen,Hong Kong Baptist University,1.76,0.5,0.0,6,138
2109154767,Sha Li,Unknown,2.03,4.95,0.62,18,1235
2109156443,Huifeng Li,Unknown,1.91,0.44,0.0,3,22
2109157896,Yongfeng Chen,Unknown,1.63,2.77,1.29,2,92
2109159285,Jiaxi Wu,Unknown,2.22,0.49,0.0,6,76
2109166096,Junyeob Kim,Unknown,1.79,2.47,2.45,6,257
2109167274,Shoushan Li,Unknown,2.3,1.85,-0.59,32,4147
2109167672,Yuxing Chen,Unknown,2.68,4.63,0.0,7,291
2109168537,Yuxiang Chen,Unknown,1.61,0.5,0.71,5,422
2109170872,Qi Sun,Unknown,2.35,0.96,1.0,6,99
2109171018,Ajay Patel,Unknown,1.79,2.39,1.08,10,524
2109173156,Jiapeng Wu,Layer 6,3.13,15.77,-0.22,5,448
2109177441,Jaein Kim,Unknown,1.88,0.75,0.59,6,93
2109181392,Alok Kumar,Unknown,1.39,0.67,0.0,2,21
2109182290,Yi-Ling Chen,Unknown,0.66,0.07,-0.5,4,994
2109182482,Yile Chen,Unknown,0.91,0.71,0.0,8,339
2109183932,Jiwoo Kim,Unknown,2.26,0.81,0.73,3,21
2109185819,Qin Liu,"University of California, Davis",1.67,0.91,1.67,8,1347
2109190145,Justin Lewis,Unknown,0.93,1.17,0.0,8,717
2109191163,Tsai-Lun Yang,Unknown,1.14,0.36,0.0,1,5
2109191206,Tsung-Han Yang,Unknown,1.86,0.38,0.0,2,9
2109193504,Jaesik Park,Unknown,2.37,1.41,0.0,13,1485
2109194597,Zhiwei Zhang,Unknown,2.02,0.15,0.0,8,385
2109194960,Zhiwei Zhang,Unknown,2.63,3.13,0.0,1,27
2109196823,Yanping Chen,Unknown,2.54,2.02,0.0,15,600
2109198511,Xiao Chen,Unknown,2.84,3.38,-0.42,2,76
2109199697,Jongpil Kim,Unknown,0.94,0.67,0.0,7,172
2109200350,Jung-jae Kim,Unknown,1.81,0.8,0.0,20,1950
2109206951,Pratyush Singh,Unknown,1.13,0.77,0.0,3,31
2109208212,Yiyi Chen,Unknown,2.52,4.01,0.0,5,61
2109212587,You-Jun Chen,Unknown,1.63,0.0,0.0,0,0
2109214554,Wenbo Liu,Unknown,2.48,3.08,0.0,1,17
2109216270,Xinpeng Chen,Unknown,3.33,21.5,-0.31,8,733
2109217402,Jincenzi Wu,Unknown,2.52,2.1,2.5,5,86
2109220128,Junseok Park,Unknown,1.02,0.89,0.0,3,22
2109220270,Junsik Park,Unknown,2.0,0.19,0.0,2,14
2109223689,Xiuyu Wu,Unknown,1.14,1.11,0.44,4,39
2109224305,Abhishek Kumar,Unknown,2.96,5.93,-0.31,5,158
2109225829,Haoming Wang,Unknown,0.84,1.25,0.0,1,5
2109226273,Ravi Kumar,Unknown,1.79,13.8,0.44,20,1424
2109230346,Xin Sun,Unknown,2.79,4.29,0.0,7,211
2109232579,Zhiyuan Liu,Unknown,2.26,7.16,2.11,13,1063
2109238929,Yukun Ma,Unknown,2.05,0.19,0.0,6,100
2109242593,Yafeng Chen,Unknown,0.85,0.48,0.0,7,248
2109245569,Yongrui Chen,Unknown,1.47,0.66,1.24,10,375
2109246592,Youngin Lee,Unknown,1.63,0.0,0.0,3,23
2109247866,Yukyung Lee,Boston University,1.69,2.85,0.0,5,187
2109252498,Mohammad Khan,Kim Jaechul Graduate School of Artificial Intelligence,2.49,1.09,0.0,10,732
2109253056,Zhibin Liu,Unknown,2.39,7.48,-0.03,3,252
2109253269,Benjie Wang,Unknown,1.18,1.22,0.0,7,99
2109255492,Yadong Chen,Unknown,1.61,0.0,0.0,2,4
2109256934,Caigao Jiang,Unknown,0.94,0.58,0.0,6,128
2109262884,Zhenzhong Zhang,Unknown,1.77,0.6,0.0,3,46
2109263238,Yong-Ju Lee,Unknown,0.78,0.6,0.0,2,10
2109263412,Ayush Kumar,Unknown,1.2,0.19,0.0,3,57
2109263592,Yongjae Lee,Unknown,2.6,2.35,0.59,6,193
2109266559,Yun Ma,Unknown,2.24,1.17,0.0,7,200
2109267622,Yunpu Ma,Unknown,2.92,9.12,0.59,9,613
2109267955,Yunsheng Ma,Purdue University,0.87,0.59,0.0,12,863
2109268730,Yanda Chen,Unknown,2.36,4.1,2.11,8,428
2109270193,Weiwei Liu,Unknown,1.27,2.4,0.26,18,1354
2109271774,Alay Shah,Unknown,1.6,0.58,0.0,4,105
2109271927,Rishabh Gupta,"Indraprastha Institute of Information Technology, Delhi",2.59,2.21,1.65,2,114
2109273654,Kyungwon Kim,Unknown,1.53,0.72,0.73,2,17
2109273893,Yaqi Chen,Unknown,0.72,0.21,0.0,4,45
2109274417,Yingfa Chen,Tsinghua University,2.15,2.45,1.57,7,273
2109274899,Yiwen Chen,Unknown,1.62,0.0,0.0,2,14
2109283296,Deok-Hwan Kim,Unknown,0.52,0.14,0.0,1,2
2109283816,Jongho Park,Krafton Inc.,2.26,7.79,1.0,5,180
2109283843,Jong Park,KAIST,2.22,0.73,-0.21,13,749
2109284146,Jong Park,Unknown,2.5,4.12,0.0,7,169
2109285560,Jong Park,Unknown,1.44,3.15,1.8,7,316
2109292017,Cha Zhang,Unknown,3.5,19.34,0.49,43,10573
2109292021,Cha Zhang,Unknown,1.24,2.47,0.91,8,1956
2109293164,Yi-Syuan Chen,Unknown,1.85,2.02,0.0,5,118
2109294238,Songtao Sun,Unknown,2.51,1.71,0.0,5,106
2109295256,Han Wu,Unknown,1.7,0.85,0.36,9,1008
2109295302,Aaron Smith,Unknown,2.57,3.54,0.0,9,877
2109296722,Kunho Kim,Unknown,1.64,0.6,0.44,9,430
2109296817,Zongxiong Chen,Unknown,1.14,1.41,1.0,5,107
2109300810,Weili Liu,Unknown,1.79,1.2,-0.17,3,151
2109302622,Yongbo Wang,Unknown,1.5,5.3,0.71,4,89
2109302670,Xiuwen Liu,Unknown,2.71,5.52,0.0,29,3987
2109306445,Jinyao Yan,Unknown,0.66,0.35,0.0,3,27
2109306506,Jinghui Yan,Unknown,2.17,0.82,0.0,4,35
2109307776,Yanru Chen,Unknown,1.32,5.39,0.0,1,29
2109307862,Yanran Chen,Unknown,2.44,2.02,0.44,5,205
2109308254,Zoey Liu,Boston College,1.84,1.03,0.59,8,212
2109308930,Yin Lee,Unknown,3.4,34.26,6.42,46,11282
2109312031,Yi-Cheng Chen,Unknown,1.69,0.98,0.0,4,37
2109312896,Le Hu,Unknown,2.07,8.72,0.0,4,155
2109313964,Yuqi Chen,Unknown,2.79,6.0,0.26,3,83
2109315001,Yushuo Chen,Unknown,1.45,0.56,1.24,8,3454
2109317269,Yann-Huei Lee,Unknown,1.06,0.3,0.0,1,5
2109322251,Hochang Lee,Unknown,1.15,1.73,0.0,4,222
2109329406,Xiaofei Sun,Unknown,2.34,7.61,0.33,20,2895
2109330350,Yu Hu,Unknown,2.41,3.42,0.0,17,1023
2109333498,Chunping Li,Unknown,2.05,5.38,0.19,20,1510
2109334724,Liang He,Unknown,2.68,2.31,0.0,8,221
2109338161,Zhenyu Zhang,Unknown,1.63,2.77,1.29,3,105
2109338299,Zhenyu Zhang,Unknown,2.23,0.96,0.26,5,114
2109339794,Hwanhee Lee,Unknown,1.75,1.26,0.89,11,525
2109341751,Yuchen Yan,Unknown,0.85,0.32,0.0,12,537
2109344841,Rundong Li,Unknown,2.93,6.42,0.0,8,421
2109345176,Zhenhua Chen,Unknown,2.85,6.71,0.44,6,166
2109349122,Xiaobo Li,Unknown,2.9,5.67,0.91,7,282
2109349380,Xiaobing Li,Unknown,1.0,0.29,0.0,6,159
2109350835,Kyungho Kim,Unknown,0.52,0.19,0.0,3,13
2109351321,KyungHyun Kim,Unknown,2.12,0.29,0.0,9,439
2109352263,Lei Yu,Unknown,2.28,2.79,0.0,16,2121
2109354581,Shengli Sun,Unknown,1.36,2.36,0.26,3,152
2109359287,Yijiang Chen,Unknown,1.73,1.28,0.0,2,27
2109364945,Akshay Sharma,Unknown,2.66,1.67,0.0,3,41
2109364989,Akshat Sharma,Unknown,2.38,1.59,0.0,4,43
2109365500,Xinyu Feng,Unknown,1.53,7.38,0.44,20,1407
2109367034,Lixing Liu,Unknown,2.36,0.65,0.0,4,62
2109370860,Zechun Liu,Unknown,1.77,4.56,2.16,22,3888
2109371626,Zeming Liu,Unknown,1.88,2.09,0.0,8,400
2109371824,Zejian Liu,Unknown,1.45,5.03,0.26,7,196
2109372136,Zequn Liu,Unknown,2.04,1.63,0.59,8,485
2109373226,Zusheng Zhang,Unknown,2.55,1.47,0.0,4,80
2109374383,Arnav Sharma,Unknown,2.94,3.75,0.0,2,97
2109377974,Jinning Li,Unknown,1.37,0.51,0.0,10,383
2109380034,Ru Li,Unknown,2.17,0.99,-0.21,12,411
2109380683,Hongzhan Lin,Hong Kong Baptist University,1.75,1.35,0.91,11,423
2109381394,Yi-Pei Chen,Unknown,1.83,1.62,-0.21,7,203
2109383770,Xiaoyin Chen,Unknown,0.54,0.24,0.0,4,41
2109385839,Xiaoyu Chen,Unknown,1.17,0.37,0.0,7,161
2109387168,Katsumi Tanaka,Unknown,2.72,2.94,0.0,30,4636
2109393901,Haojie Wei,Unknown,2.79,2.65,0.0,5,284
2109394888,Haochen Wei,Unknown,2.63,3.13,0.26,3,243
2109396478,Qun Chen,Unknown,1.17,1.27,0.26,13,610
2109397,Emmanouil Benetos,"School of Electronic Engineering and Computer Science, Queen Mary University of London, UK",1.4,1.64,2.0,37,6072
2109400844,Jiawen Li,Unknown,0.98,2.39,0.0,6,189
2109402489,Qijin Chen,Unknown,0.72,0.21,0.0,6,111
2109404730,Yulong Chen,University of Cambridge,2.4,8.13,1.57,11,1243
2109405417,Yulin Chen,Unknown,2.31,1.41,0.0,4,44
2109408939,Zhihua Liu,Unknown,2.64,2.27,0.26,3,77
2109409802,Yue Yang,University of Pennsylvania,1.76,1.81,1.8,13,802
2109410479,Yue Yang,Unknown,2.85,1.78,0.0,4,306
2109411071,Zhichun Guo,Unknown,2.37,0.98,0.0,15,906
2109412978,Jiageng Wu,Zhejiang University,0.71,0.17,0.41,8,165
2109414723,Yeshuang Zhu,Unknown,0.86,0.51,0.44,4,203
2109415297,Jipeng Wu,Unknown,2.73,2.91,0.0,7,165
2109419838,Xinze Li,Unknown,1.1,1.45,1.24,17,947
2109420234,Celine Lee,Unknown,1.3,3.0,2.0,2,41
2109433613,Changki Lee,Unknown,1.47,0.35,0.0,18,1261
2109434753,Zhoufan Zhu,Unknown,2.72,2.07,0.0,4,69
2109437386,Yuka Kobayashi,Unknown,2.62,1.41,0.0,4,190
2109439831,Janghoon Han,Unknown,1.87,2.11,1.32,4,344
2109444720,Binbin Liu,Unknown,1.74,1.02,0.0,5,82
2109449355,Charles Lee,Unknown,2.15,0.51,0.0,3,19
2109449533,Ralf Brown,Unknown,2.44,4.08,0.0,22,2142
2109451022,Shukai Wang,Unknown,2.43,1.04,0.0,4,39
2109452621,Chenglong Wang,Unknown,1.59,0.43,0.59,7,123
2109453703,Liqun Liu,Unknown,1.81,1.13,0.0,3,57
2109454768,Rita Singh,Unknown,2.62,2.5,0.73,2,84
2109461904,Yizhou Sun,Unknown,1.94,1.21,0.59,61,18790
2109462667,Zhehao Zhang,Unknown,0.73,0.58,0.0,3,329
2109472880,Yuwei Yin,University of British Columbia,1.85,1.43,0.91,11,364
2109477294,Dongkyu Lee,Unknown,1.78,1.09,0.19,5,119
2109481405,Yudong Zhu,Unknown,1.43,2.86,0.0,4,102
2109484148,San Kim,Unknown,1.85,1.86,0.0,3,58
2109484660,Xiaopeng Yang,Unknown,2.76,2.38,0.0,4,173
2109488758,Yiming Cui,Unknown,2.53,0.91,0.0,16,919
2109489800,Li-zhen Liu,Unknown,2.57,1.89,-0.31,6,121
2109492308,Bingyu Chi,Unknown,1.49,0.67,0.0,5,115
2109493175,Ji-ping Wang,Unknown,1.94,1.88,-0.48,23,4073
2109495236,Zili Zhou,Unknown,2.98,15.33,0.0,7,517
2109495782,Jianan Wang,Unknown,2.7,4.02,0.0,10,486
2109496214,Xiexiong Lin,Unknown,2.81,4.25,-0.42,1,52
2109501922,Chenyu Wang,Unknown,2.78,2.4,-0.21,3,151
2109502875,Hongzhi Liu,Unknown,1.51,3.93,0.71,2,83
2109503505,Minho Lee,Unknown,0.72,0.75,0.0,3,21
2109506541,Zhuoyi Yang,Unknown,2.44,1.4,0.59,10,2774
2109508754,Siqi Sun,Unknown,2.33,25.32,-0.34,8,2572
2109509345,Si Sun,Unknown,1.71,0.7,0.44,5,74
2109511123,Shihan Wang,Unknown,1.59,0.49,0.0,6,239
2109511511,Bo Xu,Unknown,2.66,12.59,-0.5,36,8550
2109512754,Zhilin Yang,Unknown,2.8,34.93,0.19,33,26356
2109513092,Zhilin Yang,Unknown,2.37,0.09,0.0,2,13
2109514219,Shuhe Wang,Unknown,1.5,7.56,2.87,10,981
2109519725,Dongjun Lee,Dunamu,2.09,6.52,-0.21,6,122
2109523457,Chung-Chi Chen,Unknown,1.45,1.19,0.59,10,308
2109525713,Chun Chen,Unknown,1.84,0.76,-0.31,13,878
2109526406,Chun Chen,Unknown,2.35,7.16,0.0,1,32
2109530930,Fei Li,Unknown,2.14,4.94,2.14,27,1964
2109540870,Grace Yang,Unknown,0.99,1.34,0.0,5,110
2109541439,Jie Tang,Unknown,3.28,50.47,4.31,29,16786
2109543071,Chuntao Li,Unknown,0.96,0.67,0.0,6,128
2109543348,Srijan Kumar,Unknown,1.43,0.63,0.0,12,542
2109543497,Dongjie Zhang,Unknown,1.05,2.75,0.26,4,149
2109546234,Ji He,Unknown,3.07,7.09,-0.21,8,508
2109548913,Seungyeon Kim,Unknown,2.5,1.05,0.0,18,1592
2109550902,Sourav Kumar,Unknown,1.58,2.81,0.26,5,90
2109551329,Sonal Kumar,Unknown,1.86,0.79,2.32,11,328
2109555264,Weisong Liu,Unknown,1.98,0.14,0.0,15,987
2109559954,Donghai Zhang,Unknown,2.36,4.01,-0.21,3,68
2109561982,Xiaoxuan Hu,Unknown,1.64,1.24,-0.21,1,25
2109562464,Zhuoqun Huang,University of Melbourne,0.54,0.18,0.0,2,27
2109562691,Wenge Liu,Unknown,2.83,3.38,1.0,6,209
2109564269,Hyunki Kim,Unknown,2.02,0.29,0.0,4,72
2109564637,Chenyang Li,Unknown,1.31,0.22,0.0,2,9
2109565351,Wenqiang Liu,Unknown,0.8,0.38,0.0,5,103
2109566188,Cliff Wong,Unknown,2.23,5.17,0.0,13,1736
2109567247,Dongyu Zhang,Unknown,2.78,4.2,0.44,4,109
2109569304,Zhuofeng Wu,Unknown,1.74,2.51,1.67,6,498
2109571021,Sungchul Kim,Unknown,2.21,1.98,0.0,23,2617
2109580364,Hulin Wang,Unknown,1.73,7.25,0.0,6,259
2109581369,Dongmei Zhang,Unknown,1.96,3.09,5.71,20,1745
2109583210,Zeyu Huang,Unknown,2.79,4.0,0.71,4,247
2109584311,Weiming Liu,Zhejiang University,2.35,1.15,0.0,13,538
2109586102,Sehoon Kim,Unknown,2.71,0.52,1.45,15,2754
2109588653,David Zhang,Unknown,1.07,0.64,0.0,1,11
2109589929,Haiming Wang,Unknown,2.76,1.87,0.41,5,139
2109590410,Chung-Min Li,Unknown,1.62,0.74,0.0,2,35
2109590665,Haixun Wang,Unknown,2.53,3.18,0.0,68,17704
2109593338,Jingang Wang,Unknown,2.0,0.88,2.14,13,423
2109593960,Wei-Peng Chen,Unknown,1.95,0.13,0.0,4,51
2109596233,Ziheng Huang,Unknown,2.23,0.7,0.0,8,328
2109596982,Dongxiang Zhang,Unknown,1.55,4.7,0.0,4,164
2109597195,Dongxu Zhang,Unknown,2.2,1.58,0.0,3,79
2109598359,Jingwei Li,Unknown,0.81,0.47,0.0,7,117
2109605209,Tengtao Song,Unknown,0.64,0.14,0.0,4,43
2109605899,Souvik Das,Unknown,1.02,3.08,1.0,5,89
2109605940,Jianxin Yang,Unknown,2.09,0.36,0.0,3,47
2109606150,Lizhuang Ma,Unknown,1.32,2.63,0.0,11,415
2109612892,Jinshuai Yang,Unknown,1.56,7.27,0.26,7,134
2109614930,Xi Zhou,Unknown,2.79,4.29,0.0,9,1915
2109621632,Suji Kim,Unknown,2.73,2.49,0.0,2,41
2109626982,Xue Peng,Unknown,2.71,2.87,0.0,2,54
2109629098,Wei-Rui Chen,Unknown,1.3,0.49,0.0,4,48
2109630546,Surender Kumar,Unknown,1.53,0.72,0.0,3,16
2109632480,Zhenzhen Li,Unknown,1.02,1.25,0.0,6,76
2109634793,Cen-Chieh Chen,Unknown,2.31,2.19,0.0,17,1115
2109635101,Liqun Ma,Unknown,2.78,3.0,0.26,5,170
2109635281,Li-Qian Ma,Unknown,1.48,7.45,0.44,1,49
2109638465,Chieh-Yang Chen,Unknown,0.92,0.48,0.0,1,7
2109641161,Zhenhao Li,Imperial College London,0.61,0.3,0.0,6,307
2109641713,Jungwoo Lim,Unknown,0.94,0.16,0.44,6,141
2109642483,Xiaoqiang Zhou,Unknown,2.54,3.86,0.0,6,208
2109645239,Zuchao Li,Unknown,1.46,0.98,0.14,7,136
2109648033,Amit Sharma,Unknown,2.17,1.44,0.0,8,387
2109649519,Hyojun Kim,Unknown,1.62,0.65,0.0,2,24
2109654065,Zangwei Zheng,Unknown,2.38,1.42,0.0,12,971
2109664620,Wenhu Chen,Unknown,1.92,5.47,2.48,14,988
2109665081,Chong Li,"National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences",1.77,1.41,0.36,6,162
2109666008,Zhaohui Wu,Unknown,2.25,3.05,-0.21,16,1021
2109666645,Zhanglin Wu,Unknown,2.26,0.45,0.0,8,208
2109668081,Srinagesh Sharma,Unknown,0.52,0.14,0.0,5,114
2109669940,Ankita Sharma,Unknown,1.43,3.5,0.82,2,52
2109670338,Zhongzhan Huang,Unknown,2.25,0.88,0.0,12,486
2109670639,Zhongqiang Huang,Unknown,2.07,1.52,0.3,9,376
2109673900,Zilong Zheng,Unknown,1.83,0.62,0.0,8,163
2109675427,Chih-Yao Chen,Unknown,2.01,7.89,0.14,4,137
2109675545,Melvin Johnson,Unknown,1.62,1.64,1.71,6,2207
2109680564,Shachi Kumar,Unknown,1.93,2.42,0.0,9,327
2109681515,Shankar Kumar,Unknown,1.71,3.72,0.59,12,1261
2109681523,Shakti Kumar,Unknown,0.88,0.89,0.0,6,60
2109681873,Shanu Kumar,Unknown,1.75,2.06,0.26,4,156
2109682506,Shivani Kumar,Unknown,2.67,4.06,0.0,9,260
2109686406,Ziwei Wu,Unknown,2.61,1.44,0.0,7,543
2109686513,Zirui Wu,Unknown,1.53,2.6,1.45,4,74
2109687045,Sun Kim,Unknown,2.12,0.77,0.0,8,397
2109687230,Sungwon Kim,Unknown,2.73,5.96,0.0,11,1935
2109693770,Chih-Chiang Chang,Unknown,1.29,2.91,0.0,3,46
2109712263,Yanjie Zhao,Unknown,1.4,0.17,0.0,9,690
2109714431,Hanfang Yang,Unknown,1.73,9.67,0.26,4,179
2109716565,Zhonghai Wu,Unknown,2.04,2.75,-0.21,19,1740
2109716647,Yong Cheng,Unknown,2.42,1.08,0.0,6,224
2109716910,Yongjing Cheng,Unknown,2.38,1.62,0.0,4,54
2109718998,Jinjian Yang,Unknown,2.0,2.92,-0.21,2,47
2109722597,Jianfei Yang,Unknown,1.32,4.32,0.26,14,643
2109723027,Jheng-Hong Yang,Unknown,2.03,5.68,1.0,10,1292
2109723802,James Cao,Unknown,2.82,2.16,-0.21,1,55
2109726499,Sandeep Kumar,Unknown,2.73,3.54,-0.21,8,255
2109727379,John Yang,Unknown,0.75,0.53,1.0,9,1631
2109737569,Chunyuan Li,Unknown,2.67,7.0,-0.25,48,18860
2109738354,Chunyou Li,Unknown,1.84,0.1,0.0,2,6
2109744563,Jiwen Yang,Unknown,2.23,0.55,0.0,2,14
2109745316,Zequn Sun,Unknown,2.02,2.14,0.44,10,252
2109745506,Yichun Zhao,Unknown,0.72,0.38,0.0,3,66
2109745548,Wangsu Hu,Unknown,0.71,0.61,0.0,1,3
2109750123,Shi Han,Unknown,2.34,2.15,1.22,25,1747
2109752359,Xiaoguang Hu,Unknown,2.08,0.62,0.26,14,918
2109755127,Yiming Fan,Unknown,1.02,0.64,0.0,3,38
2109759226,Mingliang Zeng,Unknown,1.77,10.06,0.0,1,133
2109762507,Youngtaek Oh,Unknown,2.23,0.85,0.0,7,169
2109773021,William Hu,Unknown,2.51,0.9,-0.31,2,27
2109788314,Xiao Hu,Unknown,2.05,1.34,0.0,3,62
2109790016,Hailong Jin,Unknown,1.62,1.2,0.1,7,257
2109790043,Mark Anderson,Unknown,1.09,1.94,0.0,2,109
2109794333,Jack Yang,Unknown,0.79,0.33,0.0,3,24
2109797247,Dong Zhang,Unknown,2.05,5.54,6.48,10,794
2109798334,Hongyi Wang,Unknown,1.4,3.08,0.0,19,3974
2109803227,Junfeng Yao,Unknown,1.5,0.33,0.26,10,335
2109811486,Jie Cao,Unknown,2.04,0.75,0.0,1,4
2109811849,Jie Cao,Unknown,1.38,0.62,0.26,10,236
2109814746,Yuyue Zhao,Unknown,1.78,1.89,0.59,4,151
2109814772,Yuyang Zhao,Unknown,1.11,1.25,0.41,12,716
2109819833,Yilin Zhao,Unknown,1.95,0.25,0.0,2,9
2109820280,ZhongXiang Sun,Renmin University of China,0.66,0.28,0.0,11,545
2109821889,Kenji Yamada,Unknown,2.88,23.03,0.0,16,2259
