author_id,author_name,coauthor_average_h_index
37796923,Marzena Karpinska,3.88
37805323,Sandiway Fong,1.0
37824171,Shikhar Murty,8.59
37825612,Harsh Agrawal,6.67
37826548,Michael Tessler,1.88
37833805,Kai Wang,2.83
37840630,Arijit Mukherjee,4.0
37841260,Xiaodong Zeng,4.75
37844380,Kun Zhang,4.0
37846778,Hang Yu,0.25
37852874,Wuwei Lan,2.81
37854230,Anders Johannsen,3.35
37866790,Megan Leszczynski,1.14
37873860,Yang Zhang,6.64
37882247,Zayd Hammoudeh,1.5
37889961,Cash Costello,4.5
37896099,Rushin Shah,5.1
37899279,Khushboo Aggarwal,2.27
37907837,Allyson Ettinger,4.6
37914278,Lukasz Heldt,0.43
37922370,Stella Frank,3.35
37943700,Shrikant Malviya,0.0
37964620,Deepa Padmini Gopinath,0.0
37978142,Jonathan Nagler,0.0
37985966,Zhongjun He,5.02
37991450,Youngjoong Ko,1.0
38026572,Mingyuan Zhou,2.83
38057162,Liu Yu,1.0
38070424,Rie Ando,2.0
38092776,Jason Dunkelberger,4.91
38094253,Maria Barrett,2.57
38094552,Sam Thomson,8.29
38099351,Xianglin Zuo,4.5
38107789,Michael Noseworthy,3.86
38117987,Linqi Song,2.08
38120884,Kamalika Chaudhuri,1.0
38123220,Wasi Ahmad,4.48
38144094,Tongshu Zhang,4.37
38178548,Eisaku Maeda,2.75
38206031,Clayton Greenberg,1.67
38211837,Idan Schwartz,0.5
38218211,Alejandro Moreo,0.8
38253388,Pengcheng Yin,6.97
38258535,Shaolei Wang,9.5
38272296,Wen-gang Zhou,2.28
38274824,Lior Shani,2.5
38276607,Arda Çelebi,5.12
38301933,Zaiqing Nie,3.21
38313853,Sangjun Koo,1.67
38317249,Doron Kliger,7.0
38321735,Devang Kulshreshtha,3.57
38339308,Jérémy Perret,2.25
38345955,Viet-An Nguyen,5.67
38351132,Sara Meftah,0.25
38352944,Martha Palmer,4.12
38356166,Yeming Wen,1.91
38358352,Jiajun Zhang,3.71
38367242,Yoon Kim,4.82
38385080,Hongxia Yang,3.29
38387027,Andrew Jong,4.67
38389340,Christina Lohr,0.0
38424153,Danilo Carvalho,1.89
38425357,Yifan He,4.0
38431523,Siwei Lai,8.67
38435748,Xin Wang,1.5
38435813,Lingjia Deng,4.5
38438821,Xiang Yu,3.0
38438986,Chenxiao Dou,1.33
38444971,Jewgeni Rose,2.67
38462733,Rakebul Hasan,1.5
38464604,Paria Lou,4.5
38469881,Tarang Chugh,0.0
38470292,M. Duijn,0.5
38472218,Xiaojun Quan,3.73
38473726,Umar Syed,0.0
38474089,Naho Orita,2.67
38485317,De-An Huang,2.73
38499696,Phuong Nguyen,0.0
38510157,Shady Shehata,2.93
38511261,Ashwani Bhat,0.5
38512773,Lipu Zhou,2.0
38523098,Jan Sedivý,0.17
38524906,Etsuko Ishii,4.05
38529123,Allison Badgett,5.0
38531701,Saurav Sahay,2.07
38534822,Yijuan Lu,4.54
38535429,Oliver Adams,6.88
38542466,Xiaojie Wang,1.65
38543401,Razieh Rahimi,6.14
38548904,Judith Degen,2.5
38552691,Philip Pham,4.6
38561456,Laure Thompson,7.5
38562416,Janardan Misra,0.0
38565890,Ali Ghodsi,2.17
38581144,Pamela Shapiro,5.0
38591293,Andy Zeng,5.0
38599655,Zaid Sheikh,8.0
38612664,Fan Xu,1.0
38614754,Julian Michael,10.31
38618739,Sofia Serrano,10.5
38629264,Boliang Zhang,4.29
38635490,Danielle Saunders,4.25
38639538,Xin Dong,5.0
38650969,Irina Nikishina,1.12
38654394,Shenmin Zhang,4.03
38655267,Gangeshwar Krishnamurthy,6.4
38656724,Roy Lee,3.48
38657905,Graham Mcdonald,0.5
38658878,Tomonori Kodaira,1.67
38660065,Suparna De,0.4
38660506,Tuhin Kundu,3.0
38665506,Baskaran Sankaran,7.86
38666915,Dan Klein,4.13
38679591,Ryan Moreno,5.12
38685176,Khoat Than,3.67
38686805,Vittorio Perera,1.63
38690169,Lin Li,0.92
38693594,Richard Johansson,0.0
38695118,Wei Zhao,3.17
38696444,Stephen Rawls,2.18
38696911,Anqi Liu,7.5
38697342,Bing Wang,3.5
38697713,Bichlien Nguyen,2.56
38700588,Wei Wang,1.17
38700603,Wei Wang,5.23
38702106,Ana Lucic,2.29
38705864,Jiun-Yu Kao,1.64
38713444,Zhaojuan Yue,2.75
38714383,Nguyen-Viet-Dung Nghiem,2.17
38716503,Kundan Krishna,3.73
38722908,Emilio Monti,3.83
38723417,Manohar Kaul,1.67
38724234,Pratyush Kumar,2.85
38725355,Rishav Chakravarti,3.07
38725754,Guoping Long,3.43
38726140,Jongmin Lee,0.8
38729182,Ilia Kulikov,6.2
38730896,Kenton Murray,3.91
38733050,Guanghui Qin,3.05
38735674,Yingmei Guo,4.5
38736277,Onur Görgün,0.0
38746431,Gus Xia,1.31
38746648,Huan Liu,4.0
38753454,Yangyang Kang,1.68
38759328,Peter Shaw,5.57
38760084,Jason Wolfe,5.4
38762085,Daniel Wiechmann,2.0
38767143,Wenhao Yu,4.52
38774604,Prasoon Goyal,2.88
38777433,Florian Mai,3.77
38784892,Wei-Lun Chao,4.5
38786332,Pengshuai Li,3.0
38793527,Jaemin Jung,2.0
38796823,Shahla Farzana,0.33
38797620,Shoaib Jameel,2.5
38798269,Dai Quoc Nguyen,3.67
38799346,Zain Shamsi,1.25
38803288,Afsaneh Shirazi,1.28
38804628,Yufeng Diao,0.81
38810649,Israel Finkelstein,0.0
38813068,Xin Kou,2.75
38829969,Bei Xiao,1.57
38842528,Matt Post,3.83
38844482,Yoshihiko Suhara,2.88
38845771,Wen-wai Yim,2.33
38849757,Daniel Bean,0.0
38858430,Jonathan Gabel Christiansen,6.0
38862445,Justin Tauscher,1.33
38879761,Lane Schwartz,1.6
38885898,Candy Olivia Mawalim,2.0
38891296,Qiankun Fu,4.8
38896301,Gourab Kundu,3.44
38898636,Min Zhang,20.0
38906978,Jevin West,3.86
38909097,Alec Radford,0.63
38912638,Nathaniel Weir,4.0
38917723,David Mimno,3.16
38920486,Rafid Mahmood,0.0
38936015,Tanmana Sadhu,0.33
38940652,Hagen Soltau,3.0
38945194,Dieu-Thu Le,0.88
38952862,Hao Zhang,3.23
38953293,Bingchen Li,2.4
38956216,Lili Mou,3.44
38967461,Alex Nichol,0.55
38972741,Jina Suh,10.5
38975817,Henrik Schulz,0.0
39010449,Giacomo Ferrari,1.0
39012223,Ameya Prabhu,2.0
39013305,Debanjan Ghosh,4.86
39015180,Will Roberts,0.5
39021671,Ekin Akyürek,12.0
39022996,Nigel Fernandez,0.33
39029068,Amy Weinberg,2.75
39033114,Priyansh Trivedi,1.75
39038065,Martin Franz,3.17
39040543,J. Lopes,0.0
39041127,Hakim Sidahmed,1.5
39043512,Javid Ebrahimi,3.75
39045812,Jihie Kim,2.75
39049552,Samira Shaikh,1.0
39055450,Mary Dee Harris,1.33
39058310,Lei Sha,4.72
39058516,Alexander Huth,0.0
39059473,Wei Liu,2.35
39060743,Liwei Wang,4.43
39065171,Artem Baklanov,1.6
39068807,Lilach Edelstein,3.22
39068839,Roman Novak,1.32
39071178,Russell Power,9.5
39077183,Nisansa Silva,0.33
39077217,Rui Wang,2.27
39080911,Hui Liu,5.0
39081102,Rong Xiang,1.25
39089563,Lei Zhang,5.12
39092098,Ying Nian Wu,4.64
39102680,Anirudh Sriram,5.67
39107010,Sarah Moeller,4.5
39109247,Guangzhong Sun,2.31
39121566,Sean Goldberg,0.5
39121861,William Guss,0.74
39125116,Jenny Hastings,0.7
39128087,Charlotte Linde,0.0
39128244,Sashank Varma,0.5
39133219,Hongwei Zheng,0.0
39139825,Matthew Peters,8.09
39154340,Xuchao Zhang,1.5
39165620,Wenqiang Lei,3.0
39171784,Francesco Croce,1.56
39172707,Jacob Devlin,4.63
39182747,Danny Hernandez,0.98
39186331,Jean Crawford,5.78
39191185,Maxwell Forbes,9.13
39191648,Chayan Sarkar,0.0
39193952,Pierangelo Lombardo,0.0
39203990,Yaarit Natan,1.2
39216307,Mikaela Keller,0.33
39217993,Mahshid Hosseini,5.0
39219656,Jack Urbanek,7.38
39223973,Lei Zhong,1.17
39227408,Ronan Bras,7.95
39230373,Mausoom Sarkar,1.67
39231399,Oliver Wang,3.0
39235497,Silviu Chiricescu,0.0
39240988,Stephan Bopp,0.0
39243222,Amir Adler,0.5
39250075,Biao Yin,1.25
39267321,Rangjia Cai,1.33
39280862,Jia Liu,1.5
39293743,Soomin Kim,1.33
39303368,Raefer Gabriel,1.63
39305096,Amit Dubey,3.36
39312387,Kellen Gillespie,1.33
39324671,Joel Reisman,0.44
39326238,Brendan King,2.0
39328010,Jakob Uszkoreit,2.09
39334682,Akira Oishi,5.0
39342278,Zechy Wong,2.0
39347554,Roei Schuster,17.0
39349533,Dehong Gao,0.0
39351028,Viraj Prabhu,2.62
39356242,Andrea Ravelli,1.33
39365627,Jiewen Wu,1.33
39369840,Feng Wang,3.25
39371343,Honglei Zhuang,3.49
39378983,Joost Huizinga,1.03
39387393,Cordula Guder,1.0
39395209,Petre Petrov,4.25
39395391,Ingyu Lee,0.0
39402399,Yuandong Tian,4.29
39403212,Matthias Schubert,1.25
39417610,Yuxiang Wu,5.78
39418120,Yang Xu,2.5
39419985,Shaoli Liu,0.0
39428234,Richard Shin,5.0
39429956,Sangameshwar Patil,1.33
39430081,Gwen Christian,0.0
39434433,Ralf Engel,0.33
39451003,Yi-Shin Chen,1.0
39452145,Johanna Gerlach,0.8
39455775,Omer Levy,7.41
39474114,Jun Xu,3.71
39481340,Parul Chopra,5.0
39483833,Duyu Tang,5.62
39487626,Mairgup Mansur,5.0
39488576,Baobao Chang,5.21
39499001,Albert Gu,6.33
39505328,Timothy Norman,1.0
39507291,Stan C. Kwasny,1.0
39509574,Yan Zhang,1.75
39517968,Yufang Hou,3.27
39526910,Scott Roy,5.0
39533001,Wei Wu,5.45
39534492,Matthew Roddy,0.0
39538991,Hanlin Goh,0.56
39541096,Éloi Zablocki,2.75
39547770,Christian Fuegen,1.22
39552848,Anders Andreassen,1.14
39552849,CJ Linton,3.0
39557762,Jianshu Zhang,0.0
39561369,Joanna Power,4.7
39563764,Johann-Mattis List,1.0
39578080,Jyh-Herng Chow,1.33
39583918,Yu Wang,1.5
39589154,Naman Goyal,1.18
39592373,Liying Zheng,0.0
39592413,Sukomal Pal,0.0
39593364,Bob McGrew,0.8
39597242,Jue Wang,3.33
39623829,Abhinandan Krishnan,9.22
39635018,Xiaolong Wang,2.0
39640268,Mattia Gangi,4.4
39641416,Caryn Herring,0.0
39644103,Daniel Whyatt,0.0
39660976,Quanjun Yin,0.0
39667781,Manish Kesarwani,1.0
39668247,Alexander Berg,7.67
39670454,Devendra Sachan,4.53
39674628,Saab Mansour,2.11
39678391,Shigeki Karita,3.83
39681096,Nikhil Ramesh,3.04
39681720,Mo Shen,3.33
39682108,Monica Lam,2.03
39682944,Jing Li,2.0
39685196,Chinmaya Devaraj,0.0
39689203,Joseph Cornelius,1.0
39689790,Lyndon White,0.8
39699474,Mingzhi Mao,1.33
39699556,Huaiyu Wan,0.6
39702069,Akikazu Takeuchi,0.67
39703734,Srijan Kumar,7.33
39706649,Xiaoqi Jiao,6.14
39707211,Karan Sikka,2.12
39710397,Antai Guo,0.14
39717886,Xinlei Chen,7.6
39718171,Rishabh Mehrotra,2.0
39723067,Yuyi Huang,2.25
39724818,Ye Zhang,4.0
39729308,Junlan Feng,0.92
39734131,Tom Gunter,1.89
39740320,Seojin Lee,0.78
39741369,Daisy Stanton,0.0
39744108,Somak Aditya,1.5
39745976,Dylan Ebert,5.0
39747646,ZiYun Wang,3.0
39749986,Jeremy Wohlwend,2.67
39751575,Yisong Miao,0.25
39756936,Tak-Lam Wong,0.83
39759458,Qianlong Liu,6.14
39761651,Zheng Wen,4.29
39762817,Kankan Zhou,1.0
39765371,Pengwei Hu,4.22
39765564,Pulkit Verma,5.56
39767243,Junjie Cao,2.75
39767557,Min Zhang,2.26
39770163,Zhongnan Shen,1.33
39772024,Malin Ahlberg,1.5
39774809,Jessica Forde,2.29
39775488,Avishek Anand,0.83
39776771,Shubin Zhao,7.0
39780879,Bin Liu,3.17
39784208,Jonathon Read,1.75
39785875,Jinhua Du,1.71
39786961,Jingqiang Chen,1.0
39788470,Aurko Roy,11.33
39789747,Ziyang Liu,1.75
39793298,Sam Gross,8.57
39794075,Jan IJdens,0.67
39794200,Prakhar Ojha,4.0
39798499,Yang Liu,7.35
39809467,Lionel Clément,0.0
39823639,Ruoxi Jia,4.0
39824354,Alexandra Olteanu,3.62
39825530,Fangxiang Feng,2.31
39829408,Melissa Ferguson,3.0
39831806,Yan Zhang,6.92
39835551,David Berthelot,2.0
39838369,Ketan Kotwal,1.56
39839719,Libin Shen,2.17
39845702,Jipeng Qiang,1.2
39848715,Wei Li,4.67
39852922,Travis Wolfe,6.69
39853709,Fei Liu,7.87
39854114,Evan Jaffe,3.0
39856173,Sheldon Nicholl,0.0
39860257,Joseph Campbell,1.0
39863668,Andrew Rabinovich,1.0
39866663,Gullal Cheema,1.2
39878379,Rajiv Jain,2.97
39879969,Michelle Yuan,4.86
39882089,Khanh Nghiem,2.0
39886598,Krishanu Das Baksi,0.0
39888032,Hua Zheng,4.91
39888194,Kashif Shah,1.86
39899794,Jianzhong Qi,1.08
39903329,Nam Khanh Tran,0.0
39906022,J. Reizenstein,0.82
39908445,Shoichi Naito,0.09
39913331,Ruichu Cai,1.0
39918547,Bradley Hauer,1.7
39921439,Federico Ruggeri,10.5
39921625,G. López,3.0
39922117,Hsien-Te Kao,2.45
39922478,Kaisheng Yao,5.5
39923907,Chengyuan Ma,1.56
39932922,Rafiya Begum,4.4
39935656,Christian Fong,1.0
39935833,Sudarshan Thitte,0.79
39937384,Yan Huang,5.25
39939149,Yi Zhang,1.25
39939186,Yue Zhang,3.19
39944066,V. Pietra,2.0
39947629,Yohan Jo,2.27
39952499,Xiaoli Li,2.08
39960571,Jacob Kahn,4.5
39963722,Raviteja Vemulapalli,0.0
39972842,Vladimir Karlov,2.64
39973883,Carlos Colmenares,3.0
39978626,Lu Jiang,7.0
39980566,Mengxi Wei,6.33
39980906,Todor Mihaylov,1.18
39986707,Christopher Lin,5.57
39988278,Anton Benz,1.0
39996046,Kathryn Conger,5.64
39999006,Haixin Duan,1.0
40003246,Miriam Connor,6.78
40010027,Patrik Lambert,1.0
40010893,Ossama Obeid,1.0
40012524,Hui Li,1.5
40014030,Arjun Mukherjee,2.0
40014058,Aaditya Prakash,2.22
40016108,Aman Chadha,1.97
40020470,Hajime Morita,4.5
40026200,Anish Acharya,1.62
40027632,Frank Xu,5.12
40031204,Mohsen Malmir,0.62
40034895,Alex Goldin,0.2
40037218,Tetsuji Nakagawa,4.0
40038450,Aparna Khare,0.33
40040342,Jiarui Yao,2.75
40046594,Andi Wu,4.8
40046694,Hongyu Ren,12.75
40047504,Tianmeng Yang,0.75
40047941,Sudeshna Sarkar,2.5
40051181,Avneesh Saluja,7.44
40051618,Rhicheek Patra,0.0
40052131,Vivian Tsai,3.92
40052301,Fabio Petroni,5.27
40052903,Johannes Wahle,1.0
40055057,Michel Gagnon,0.0
40055795,Vedant Misra,0.65
40058381,Yu Li,4.52
40060272,Omer Goldman,5.17
40060585,Pierce Chuang,2.25
40062064,Claudio Greco,3.0
40062166,Boyuan Pan,3.08
40064420,Baiyun Cui,2.0
40066064,Jonah Berger,4.0
40067858,Fahmida Alam,2.0
40068190,Mainack Mondal,0.0
40068904,Peter Henderson,8.8
40070335,Saurabh Tiwary,1.04
40072305,Zheng Wang,6.33
40072782,Randy Goebel,1.6
40075164,Rishiraj Roy,3.67
40080808,Joe Barrow,3.33
40081727,Emily Denton,2.6
40087835,Cong Hoang,3.5
40093418,Min Zhang,1.25
40093475,Lesheng Jin,5.0
40096380,Thilo Götz,1.0
40104310,Suvamsh Shivaprasad,2.0
40104995,Jacob Foster,4.2
40109754,Forrest Davis,3.0
40118098,Mitul Tiwari,1.0
40122283,Wei Zhou,1.67
40124153,Takuma Ebisu,1.0
40125294,Jiezhong Qiu,5.36
40126871,Sasa Hasan,4.0
40128299,Tulasi Menon,6.45
40135250,Bhavana Dalvi,2.53
40136143,Michael Gertz,0.58
40137924,Dongxiao He,4.0
40138573,Seyyed Hasan Mozafari,0.25
40139368,Lujun Zhao,5.23
40140266,Duc-Trong Le,2.75
40141524,Cristian-Alexandru Staicu,0.0
40141525,Mikko Vilenius,1.5
40142021,Itay Laish,2.19
40143199,Pallavi Choudhury,8.0
40143237,Jesin James,1.0
40144368,Chen Li,3.45
40146204,Shay Cohen,4.62
40147298,Swaprava Nath,1.6
40147882,Senthil Mani,1.0
40148092,Heng Zhang,2.17
40148380,Jean Maillard,5.82
40150608,Thomas Müller,4.04
40151143,Shirish Karande,1.0
40151802,Varada Kolhatkar,4.0
40152043,Marek Suppa,0.67
40153228,Aoxiao Zhong,1.0
40154786,Shaohui Kuang,4.75
40156252,Garrett Nicolai,2.58
40156666,Varun Godbole,0.2
40157771,Mittul Singh,3.4
40161233,Junming Shao,0.62
40163061,Necati Cihan Camgoz,2.0
40163298,Craig Stewart,6.38
40167690,Mathieu Dehouck,3.0
40168956,Orgad Keller,2.95
40170001,Ofir Press,7.31
40171292,Sidharth Mudgal,2.7
40172901,Animesh Prasad,3.62
40173007,Niko Schenk,0.43
40180634,Jordan Carpenter,4.25
40183436,Sheng Zhang,2.71
40185455,Georgios Rizos,1.17
40188877,Nako Sung,2.37
40192947,Daqi Zheng,2.0
40193335,Guillermo Cecchi,1.83
40195882,Mauajama Firdaus,1.93
40199726,Amrith Krishna,2.0
40199896,Philippe Muller,1.57
40201504,Xinghao Pan,3.2
40201703,Chengzhi Zhang,3.67
40203626,Shima Imani,1.0
40206014,Boqing Gong,2.6
40207506,Subhradeep Kayal,1.0
40217486,Hee-Rahk Chae,2.67
40217606,Amit Portnoy,1.33
40221187,Nayeon Lee,4.32
40222533,Bryan Kian Hsiang Low,0.0
40223399,Renjie Zheng,3.56
40225220,Roberta Rocca,1.0
40225365,David Lowell,7.0
40226403,Ross Mechanic,2.43
40228633,Chirag Agarwal,0.0
40232931,Dongdong Zhang,5.42
40233076,Jionglong Su,0.0
40237241,Matthias Boehm,2.5
40240283,Jianfeng Dong,1.33
40242722,Sazzadur Rahaman,0.0
40244451,Hongkun Yu,4.31
40247395,Fei Yuan,6.79
40249854,Daqing He,3.14
40250403,Xiaodan Liang,2.98
40257094,Kishaloy Halder,2.88
40260681,Jeffrey Sack,0.0
40262099,Cheng Chen,4.18
40262208,F. Bonazzi,0.6
40262269,Markus Dreyer,3.78
40264818,Marius Groenendijk,0.0
40265559,Oded Ovadia,1.0
40267343,Kartikay Khandelwal,0.73
40268710,Liling Tan,2.2
40269586,Salem Haykal,0.2
40276727,E. Jeffrey Conklin,2.0
40282288,Ting Liu,4.3
40282678,Yao Lu,2.77
40282698,Yuanhua Lv,8.71
40284207,Piotr Nawrot,2.44
40285789,Zhen Xu,1.25
40287272,Kazuteru Komine,0.0
40289188,Roland Kluge,10.0
40289577,James Foulds,2.7
40290009,Alan Wagner,2.0
40290697,Kyunghoon Bae,1.0
40296541,Zhiguo Wang,4.34
40297692,Dan Friedman,6.73
40304300,Dongning Rao,0.43
40306284,Svitlana Vakulenko,2.31
40309847,Eugen Ruppert,1.18
40315879,Hideya Mino,4.5
40325099,Mathieu Chollet,3.5
40331081,Nguyen Vo,0.91
40340606,Jiyi Li,0.8
40341553,Kewei Tu,2.11
40344116,Qiang Zhang,2.6
40344579,Jason Zucker,2.0
40346865,Shivani Poddar,6.8
40348417,Ashish Vaswani,5.58
40348583,Chenhao Tan,5.48
40349036,Yueguan Wang,4.53
40351058,Marc-André Carbonneau,0.0
40353015,Avner May,2.33
40354648,Maxim Rabinovich,11.0
40354707,Hua Wu,3.44
40356720,Congjun Long,0.0
40360495,Helmut Schmid,3.06
40360972,Abdel-rahman Mohamed,2.39
40362961,Rock Stevens,1.25
40364172,Tianwen Wei,0.67
40364920,Tongfei Chen,3.76
40367008,Shadi Shahsavari,0.0
40367557,Ioannis Papaioannou,3.5
40368776,Ben He,2.43
40370703,Roma Robertson,1.0
40372491,Cory Shain,1.43
40372969,Ruihong Huang,2.23
40374619,Rui Zhang,1.0
40377863,Maarten Bosma,0.7
40378713,Justin Martineau,1.0
40379031,Geon-hyeong Kim,1.5
40379164,Luchen Tan,1.75
40381677,Yangdong Deng,8.33
40382525,Philip Blair,1.0
40383658,Yixin Nie,6.08
40385687,Judy Shen,1.17
40387200,Semih Yagcioglu,1.12
40389676,Jonathan Weill,0.57
40390221,Alexandre Rochette,2.27
40390373,Alexander Neitz,0.2
40390481,Tobias Falke,2.71
40390550,Yuening Hu,3.75
40395376,Jonathan Morgan,2.0
40397893,Wei Wang,4.23
40399533,Yifan Xu,1.11
40400230,Wei Li,5.57
40401855,Vinh Ho,1.5
40402401,Johann Petrak,0.0
40402751,Julius Steen,2.5
40404493,Ashwin Paranjape,8.43
40405684,Henrik Voigt,0.88
40405891,Seonghan Ryu,1.29
40405967,Michael Geraci,2.75
40407383,Eslam Kamal,4.75
40408530,Dinesh Garg,0.0
40408676,Shaurya Rohatgi,2.33
40410154,Jeenu Grover,2.33
40410302,Cody Rioux,1.5
40410304,Milagro Teruel,9.6
40411766,Tengfei Ma,3.67
40413539,Geri Gay,1.0
40417214,Dehan Kong,3.89
40418436,Michiel Meer,1.2
40418780,Jon Gillick,1.67
40424000,Prithvijit Chattopadhyay,3.0
40424285,Timothée Bernard,1.0
40427010,Michael Wagner,3.67
40430110,Qiaoqiao She,3.68
40432099,Sorcha Gilroy,6.5
40433342,Manabu Sassano,1.0
40433860,Daiki Kimura,1.92
40436342,Enrico Palumbo,0.33
40438851,Tommaso Pasini,4.4
40443405,Andrej Gregoric,1.5
40446071,Andreas Grivas,4.0
40446918,Israa Jaradat,4.64
40448513,Zhiwei Liu,4.0
40449526,Yan Yang,2.67
40449690,Melanie Siegel,1.82
40450311,Joanne Boisson,2.53
40453004,Weidong Qiu,0.0
40454494,Hongyi Cui,1.2
40454673,J. Scott McCarley,3.55
40456338,Tilman Becker,0.0
40456552,Shubin Cai,0.0
40457368,Yang Liu,1.29
40457423,Yang Liu,5.16
40461530,Ling Liu,2.5
40461583,Kun Zhang,4.8
40462154,Ajda Gokcen,2.33
40462390,Marco Kuhlmann,1.33
40463748,Hongbin Ye,3.56
40465036,Han Wang,2.33
40466108,Keiji Shinzato,1.6
40466858,Tristan Naumann,4.24
40469969,In Kim,1.67
40470211,T. Paine,0.2
40471592,Fei Yu,2.22
40474876,Wei Liu,1.36
40475596,Chen Li,5.62
40475614,Chen Li,3.5
40477187,Wenhe Feng,2.5
40478933,Ji Liu,1.0
40478976,Junnan Liu,0.25
40479003,Hao Zhang,3.93
40480862,Mike D'Arcy,5.18
40482726,R Devon Hjelm,5.0
40483594,Wenpeng Yin,7.11
40483692,Jonathan Pfeil,1.0
40484877,Alex Libov,4.67
40486307,Bert Huang,3.0
40491350,Yuan Zhang,2.5
40492636,Joe Raso,2.29
40495683,Dai Dai,4.76
40496516,Roderick Kay,0.0
40497400,Dan Moldovan,2.09
40497459,Matthew Riemer,3.73
40499153,Dominic Seyler,3.0
40499465,Jungyeul Park,0.0
40500540,Xiaochuang Han,11.28
40501005,Yang Li,3.6
40502796,Samuel Carton,2.86
40508553,Yaoliang Yu,6.56
40509856,Sean Wilner,1.0
40511120,Ankur Taly,0.83
40511300,Scott Millward,2.44
40511414,Myle Ott,1.52
40512108,Ian Blood,0.71
40512576,Yoshiaki Oida,2.5
40512609,Jerry Ngo,0.0
40513586,Hayley Ross,1.5
40515617,Wei Xu,11.33
40515722,Ammar Shaker,1.86
40521719,Paulina Isaza,5.75
40522277,Qicheng Lao,0.0
40526720,Pengtao Xie,2.09
40527503,Ruizhe Li,1.0
40527594,Lukasz Kaiser,2.4
40528805,Sivakanth Gopi,1.82
40530061,Ireneusz Gawlik,1.0
40531904,Samuel Ginn,18.0
40532403,Yao-Yi Chiang,3.67
40532404,Pinjia He,2.0
40539650,Pascale Fung,5.53
40543840,Jean-Marc Marty,1.0
40544823,Hongyan Jing,5.57
40547185,Miguel Graça,3.2
40552391,Sailik Sengupta,2.69
40552468,T. Rathnayake,0.6
40552630,Ranjan Satapathy,0.46
40555190,Christopher Buckley,3.5
40555739,Rico Angell,3.71
40561966,Rohit Paturi,1.86
40563913,Chara Tsoukala,4.0
40566130,Yan Wang,5.05
40568206,Mathias Verbeke,0.0
40570328,Ofer Bronstein,8.5
40570741,Sameer Khurana,3.0
40571142,Alon Daks,0.0
40574366,Varun Kumar,3.33
40578334,Riyaz Bhat,2.77
40579094,Phil Culliton,0.31
40581134,Jack Grieve,2.5
40583046,David Gaddy,8.5
40584023,Wei Liu,2.5
40585053,Anutosh Maitra,0.78
40585952,Jonathan Löfgren,6.0
40586368,Hui Huang,3.4
40587747,Minghao Zhu,0.0
40589056,Noel Codella,3.91
40590308,Chen Chen,2.45
40592816,Florence Bourgeois,0.8
40601625,Rui Wang,2.5
40604224,Megan Moser,3.0
40604658,Bin Cao,0.0
40608686,Yangfeng Ji,7.31
40608942,Basil Mustafa,0.2
40609253,Yingyu Liang,1.27
40609859,Yitong Li,3.79
40613621,Xin Li,4.02
40613865,Doreen Cheng,1.0
40615569,Sneha Srinivasan,0.79
40617675,Lorenzo Mattei,1.75
40618884,Wei-Guo Ni,6.0
40619352,Ross Sparks,2.17
40620532,Daniel Duckworth,4.07
40620988,Gerrit Burg,0.17
40621424,Ido Cohn,3.0
40622539,Dong-Jin Kim,0.43
40623617,Zhiguang Wang,5.0
40624322,Saar Kuzi,1.8
40624611,Wenduan Xu,8.67
40625240,Adams Yu,6.0
40626221,Michele Tufano,4.14
40627523,Balaji Lakshminarayanan,3.0
40628473,Jing Liu,4.33
40631005,Charuta Pethe,1.33
40632403,Sugato Basu,2.83
40635326,Melinda Fricke,5.67
40636184,Juan Rodriguez,4.25
40638665,Marc-Alexandre Côté,3.0
40641762,Aneiss Ghodsi,1.11
40642663,Ruidong Wu,9.86
40642935,Matt Gardner,7.51
40645192,Kietha Biggers,1.25
40645851,Junichiro Mori,2.0
40649671,Sapna Negi,2.0
40650846,Lijie Wen,4.5
40655309,Prithviraj Sen,2.16
40660541,Jisun An,4.24
40662871,Keqian Li,2.0
40665082,Diwakar Mahajan,2.73
40684993,Elizabeth Clark,7.33
40687661,Eleni Metheniti,0.0
40688328,Daniel Ho,2.75
40690612,Alexander Dür,1.6
40695489,Joel Grus,12.0
40696276,Sravan Bodapati,2.12
40701584,Ori Ernst,3.61
40756403,Jason Bolton,11.8
40765198,Xutai Ma,5.38
40770371,Keith Alcock,2.19
40791016,Miaofeng Liu,4.0
40793190,Noam Mor,6.25
40794855,Pradip Pramanick,0.0
40797504,Haiyong Xie,1.17
40800531,Saad Ezzini,0.0
40800592,Mohamad Sajadi,1.75
40801004,Omri Koshorek,6.25
40806187,Qi Qi,1.5
40809088,Julien Tissier,2.0
40811261,Elisa Ricci,4.67
40811585,Julien Chaumond,1.21
40827370,Steve Yuan,3.38
40827793,Rhomni John,3.82
40831417,Keyu Ding,6.5
40831840,Nicole Limtiaco,3.82
40831964,Yong Dai,3.56
40832517,Noah Constant,3.19
40834657,Zekai Chen,0.0
40844378,Matthew Jagielski,0.0
40845069,Songlin Hu,1.44
40845434,Dhruv Kuchhal,1.25
40846265,Zeyang Lei,4.11
40860114,Hao Tang,12.0
40861754,Junyuan Shang,7.33
40864100,Daniel Haziza,1.8
40866574,Jimit Majmudar,1.56
40868026,Afshin Mehrabani,7.0
40879549,Mehrad Moradshahi,2.66
40881843,Sheng Zha,3.38
40892818,Sanjay Gouda,1.05
40894826,Muzammal Naseer,0.0
